"notes_id","explanation"
1789,"‘သူတို့နှင့် လာရောက် မပူး‌ပေါင်းသေးသော အခြားသူတို့အတွက်လည်း ဖြစ်၏’ ဆိုသည်မှာ မုဟမ္မဒ် ရစူလ် (ﷺ) သည် ကမ္ဘာ့တစ်သက် ပေါက်ဖွားလာမည့် လူသားတိုင်းထံသို့ စေလွှတ်ခံရခြင်းကို ရည်ညွှန်းသည်။ ထို့အတွက် ရစူလ်ချီးမြှင့်ခံရသော ကျမ်းမြတ်ကုရ်အာန်ကို အလ္လာဟ်အရှင်ကိုယ်တိုင်က မိမိဥပဒေသနှင့်အညီ ထိန်းသိမ်းထားမည် ဟု ကတိပြုထားခြင်း ဖြစ်ပေသည်။ [ကြည့်။ [15:9] အောက်ခြေ (၁၀၂၈-၁၀၂၉)]"
1790,"ရှေးကျမ်းရရှိသောသူတို့သည် ကျမ်းဂန်အပေါ် အလေးအမြတ်ထားကြသော်လည်း လက်တွေ့ဘဝတွင် မိမိတို့ ၏ ဘာသာရေးခေါင်းဆောင်များ၏ အာဘော်များကိုသာ လိုက်နာလျက် ရှိကြ၏။ ဥပဒေကျမ်းလာ စည်းမျဉ်းများကိုမူ ဥပေက္ခာပြုထားကြ၏။ ယနေ့ မုစ်လင်မ်အများစု၏ အခြေအနေသည်လည်း ထိုသို့ပင် ဖြစ်၏။ ကျမ်းမြတ်ကုရ်အာန်ကို အဓိပ္ပာယ် နားမလည်ဘဲ ရွတ်ဖတ်ရုံမျှနှင့် လုံလောက်သည်ဟု လက်ခံထားကြပြီး၊ လက်တွေ့ဘဝ၌မူ ဘာသာရေးခေါင်းဆောင်များ၏ ဖြတ်ထုံးများ၊ လမ်းညွှန်များကိုသာ လိုက်နာနေကြ၏။ ထို့ထက် ပိုဆိုးသည်မှာ ကျမ်းမြတ်ကုရ်အာန်ကို တလွဲအသုံးချခြင်းပင် ဖြစ်၏။ ဥပမာ- မကျန်းမမာ ဖြစ်ချိန်၌ ရွတ်ဖတ်၊ မန်းမှုတ်ခြင်း၊ အဆောင်လက်ဖွဲ့အဖြစ် အသုံးချခြင်းနှင့် သေသူများအတွက် ခသန်မ်ဖတ်၍ အမျှဝေခြင်း စသည်တို့ ဖြစ်ပေသည်။#ရှေးဥပဒေကျမ်း ရရှိခဲ့ကြသောသူတို့၏ ဥပမာကို ဖော်ပြခြင်းမှာ မုစ်လင်မ်တို့ အနေနှင့် သင်ခန်းစာ ယူနိုင်ရန်သာ ဖြစ်၏။ သူတို့အပေါ် မုစ်လင်မ်တို့ဘက်မှ မကောင်းမြင်ရန်ဟူသော ရည်ရွယ်ချက် မရှိသည်ကို အထူးသတိပြုပါလေ။"
1791,"ဘာသာပြန် ပညာရှင် အများစုက (يَوْمُ الْجُمُعَةِ) ‘ယောက်ဝ်မွတ်လ် ဂျုမုအဟ်’ ကို ပြက္ခဒိန်၌ ဖော်ပြထား သော သောကြာနေ့ဟုပင် ပုဂ္ဂလဓိဋ္ဌာန် တိုက်ရိုက် ပြန်ဆိုကြ၏။ စင်စစ် ၎င်းသည် လူအများ စုဝေးရန် ဖိတ်ခေါ်ခြင်းခံရ သော မည်သည့် နေ့ရက်မဆို ဖြစ်နိုင်၏။ ထို့ကြောင့် ကျွန်ုပ်က စုဝေးပွဲ ကာလဟု ဆိုလိုရင်းအနက်ကို ကောက်ယူခြင်း ဖြစ်ပေသည်။ ဤနေရာတွင် အရဗ် ပြက္ခဒိန်၌ (يَوْمُ الْجُمُعَةِ) ‘ယောက်ဝ်မွတ်လ် ဂျုမုအဟ်’ “သောကြာနေ့” ဖြစ်ပေါ် လာပုံကို ဗဟုသုတ ရရှိစေခြင်းငှာ ဖော်ပြလိုက်ပါသည်။##စုဝေးပွဲ ကာလ يَوْمُ الْجُمُعَةِ# (جُمُعَةٌ) ‘ဂျုမုအဟ်’ ၏ ဇာစ်မြစ်အက္ခရာမှာ (ج م ع) ‘ဂျီးမ်၊ မီးမ်၊ အိုင်းန်’ ဖြစ်သည်။ ဤစကားလုံးတွင် ‘စုပေါင်း ခြင်း’ ‘စုဝေးခြင်း’ ‘စုစည်းခြင်း’ ‘စည်းစည်းရုံးရုံးရှိခြင်း’ ‘တပေါင်းတစည်းတည်း ရှိခြင်း’ ‘အခိုင်အမာ သန္နိဋ္ဌာန်ချခြင်း’ စသည်တို့ ပါဝင်သည်။ အိမာမ် ရာဃိဗ်၏ သုံးသပ်ချက်အရ ‘ကိစ္စတစ်ရပ်ကို စူးစမ်း သုံးသပ်ပြီး ရွေးချယ် ဆုံးဖြတ်ခြင်း’ အနက်သဘော ပါဝင်သည်။#အရဗီ ပြက္ခဒိန်တွင် (يَوْمُ الْجُمُعَةِ) ‘ယောက်ဝ်မွတ်လ် ဂျုမုအဟ်’ “သောကြာနေ့” ဖြစ်ပေါ်လာပုံကို သာဂျုလ် အုရူးစ် အဘိဓာန်တွင် ဤသို့ ဖော်ပြထား၏။#မုဟမ္မဒ် ရစူလ် (ﷺ) (نُبُوَّةٌ) ‘နုဗုဝဟ်’ နဗီအဖြစ် ချီးမြှင့်မခံရမီ (أَيَّامُ الْجَاهِلِيَّةِ) ‘အိုက်ယာမွတ်လ် ဂျာဟိလိယဟ်’ “အမိုက်ခေတ်” တွင် ကုရိုက်ရှ် မျိုးနွယ်ဝင် လူမျိုးစု ခေါင်းဆောင်တို့သည် (قــــــــــصيّ بــــــــــــــن كلاب) ‘ကုဆွိုက်ယ် ဗင်န် ကိလာဗ်’ ဆိုသူ၏ အိမ်၌ ခုနစ်ရက် တစ်ပတ်တွင် တရက်၊ စုဝေးလေ့ ရှိကြ၏။ ထိုနေ့မှာ (يَوْمُ الْعَرُوْبَةِ) ‘ယောက်ဝ်မွတ်လ် အရူဘဟ်’ နေ့ဖြစ်သည်။ (اَلْعَرُوْبَةُ) ‘အရူဘဟ်’ ဆိုသည်မှာ “ပျော်ရွှင် ရယ်မောခြင်း” ဖြစ်သည်။ အရူဘဟ်နေ့ဟူသည် မိသားစုနှင့် ပျော်ပျော်ရွှင်ရွှင် နေခြင်းကို ရည်ညွှန်းသည်။ သဘောမှာ ထိုနေ့သည် “Holiday-အားလပ်ရက်” ဖြစ်သည် ဟူ၏။ အရဗ် လူမျိုးစု ခေါင်းဆောင်တစ်ဦးဖြစ်သူ (كعب بن لويّ) ‘ကအဗ် ဗင်န် လုဝိုက်ယ်’ က စုဝေးမှုကို အကြောင်း ပြု၍၊ (يَوْمُ الْعَرُوْبَةِ) ‘ယောက်ဝ်မွတ်လ် အရူဘဟ်’ အစား၊ (يَوْمُ الْجُمُعَةِ) ‘ယောက်ဝ်မွတ်လ် ဂျုမုအဟ်’ “စုဝေးရမည့်နေ့” ဟူ၍ ပြောင်းလဲ ခေါ်ဆိုရန် အဆိုပြု၏။ ဤအဆိုပြုချက်အား (أَيَّامُ الْجَاهِلِيَّةِ) ‘အိုက်ယာမွတ်လ် ဂျာဟိလိယဟ်’ “အမိုက်ခေတ်” ၏ ကုရိုက်ရှ် ခေါင်းဆောင်များက တညီတညွတ်တည်း အတည်ပြုခဲ့ကြ၏။ ထို့နောက် မိမိ၏ အိမ်ကို (دَارُ النَّـــــــــــــدْوَةِ) ‘ဒါရွန်န္နဒ်ဝဟ်’ “အစည်းအဝေးခန်းမ” အဖြစ် အသုံးချစေသူ (قصيّ) ‘ကုဆွိုက်ယ်’ အား (اَلْمُجَمِّعُ) ‘မုဂျမ္မိအ်’ “စုဝေးမှုကို ဖြစ်ပေါ်စေသူ” ဟူသော ဘွဲ့နာမကို ပေးအပ်ခဲ့၏။ ဤသည် အမိုက်ခေတ်က မုစ်လင်မ် မဟုတ်သူ တို့၏ ဆန်းသစ်မှု တစ်ရပ်ပင် ဖြစ်၏။ ထိုသို့ဖြင့် အရဗ် ပြက္ခဒိန်တွင် (يَوْمُ الْجُمُعَـــــــــــــــــةِ) ‘ယောက်ဝ်မွတ်လ် ဂျုမုအဟ်’ ဖြစ်ပေါ်လာ၏။ ဤနေရာတွင် ကုရ်အာန်မှ ပြဋ္ဌာန်းသော ဥပဒေများအရ မည်သည့်နေ့၊ မည်သည့်လသည် မြင့်မြတ်သည်ဟူ၍၊ အလျှင်း မရှိပါကြောင်း အထူးသတိပြုအပ်ပေသည်။#အချုပ်ကို ဆိုရလျှင် ဤအာယဟ်တွင် သုံးနှုန်းထားသော (يَوْمُ الْجُمُعَةِ) ‘ယောက်ဝ်မွတ်လ် ဂျုမုအဟ်’ သည် ပြက္ခဒိန်၌ ဖော်ပြထားသည့် “သောကြာနေ့” မဟုတ်ဘဲ၊ လူအများစု၏ အားလပ်ရက် တရက်ရက် (၎င်းသည် သောကြာ နေ့လည်း ဖြစ်နိုင်သည်) ကို ‘စုဝေးပွဲ ကာလ’ (တစ်နည်း) ‘စုဝေးရမည့် ကာလ’ ဟု ဆိုခြင်းသာ ဖြစ်ကြောင်း ကောင်းစွာ နှလုံးသွင်းအပ်ပေသည်။"
1792,"ဤအာယဟ်တွင် သုံးနှုန်းထားသော (اَلصَّلَاةُ) ‘ဆွလာ့ဟ်’ ၏ ဆိုလိုရင်းကို အာယဟ်၌ပင် (ذَرُوا الْـــــــبَيْـــــعَ) ‘ဇရွတ်လ် ဗိုက်အ်’ “ရောင်းဝယ်မှု (တစ်နည်း) ပုဂ္ဂလိက အကျိုးစီးပွားကို ခေတ္တ-ယာယီ စွန့်ထားကြခြင်း” ဟူ၍ ပြန်လည် ရှင်းပြထားသည်။ ဆွလာ့ဟ်တွင် အကျိုးစီးပွားဟူသော အနက်သ‌ဘော ပါဝင်နေသည်ကို [11:87] တွင်လည်း တွေ့ရပေသည်။ ဥပမာ-#...يَا شُعَيْبُ أَصَلَاتُكَ تَأْمُرُكَ ..... أَنْ نَّفْعَلَ فِيْٓ أَمْوَالِنَا مَا نَشٰٓؤُا...#ဆိုလိုသည်မှာ ‘ရှုအိုက်ဗ်၏ ဆွလာဟ်က သူတို့၏ ပိုင်ဆိုင်မှုများကို သူတို့စိတ်တိုင်းကျ သုံးစွဲမှုကို မပြုကြ ရန် ညွှန်ကြားနေသလော’ ဟု ဆန့်ကျင်သူတို့က မေးခွန်းထုတ်ခဲ့ကြ၏။ အထူးသတိပြုရမည့်အချက်မှာ ရှုအိုက်ဗ် ရစူလ် (A.S) သည် လူတို့၏ မှားယွင်းသော စီးပွားရှာမှုကို ဖြောင့်မတ်လာစေရန် အဓိက ဦးစားပေး ဆောင်ရွက်ခဲ့သည့် ရစူလ်တစ်ပါး ဖြစ်၏။ ထို့ပြင် (اَلصَّلَاةُ) ‘ဆွလာဟ်’ နှင့် ဒွန်တွဲ၍ (اَلزَّكَاةُ) ‘ဇကာဟ်’ ကိုပါ ၂၆ ကြိမ်တိတိ ဒွန်တွဲ သုံးနှုန်းထားသည်ကို တွေ့ရပေသည်။ ဇကာ့ဟ်တွင် လူ့ဘောင်တစ်ရပ်၏ ပစ္စည်းဥစ္စာ အပါအဝင် ဘက်စုံ ဖွံ့ဖြိုးတိုးတက်မှုတို့ ပါဝင်သည်။ ထို့ကြောင့် ဤအာယဟ်[62:9]တွင် လူ့ဘောင်တစ်ရပ်လုံး နှင့်ဆိုင်သော အကျိုးစီးပွားကို (اَلصَّلَاةُ) ‘ဆွလာ့ဟ်’ ဟု ရည်ညွှန်းခြင်းဖြစ်ကြောင်း ကောင်းစွာ နားလည်နိုင်ပေသည်။ ရှေ့လာမည့် အာယဟ်များအား လေ့လာခြင်းဖြင့်လည်း ဤသဘောတရားကို တွေ့နိုင်ပါသည်။#[11:87] အောက်ခြေ (၉၃၇-၉၃၈) နှင့်တွဲဖက် လေ့လာပါရန်]"
1793,"ဤအာယဟ်တွင် အထူးသတိပြုအပ်သော အချက်နှစ်ချက် ကျန်နေသေးသည်။ ဥပမာ-#1. (صَلَاةُ الْجُمُعَةِ) ‘ဆွလာသွတ်လ် ဂျုမုအဟ်’ “ဂျုမုအဟ်၏ ဆွလာဟ်” ဟု အာယဟ်၌ မသုံးနှုန်းဘဲ “စုဝေးပွဲ ကာလတွင်[အများ ပြန်ဆိုပုံအရ ‘ဂျုမုအဟ်နေ့တွင်’] ဆွလာ့ဟ်အတွက် ဖိတ်ခေါ်ခံရသောအခါ” ဟု သုံးနှုန်း ထားသည်။ ဤသည် ထူးခြားသော သုံးနှုန်းပုံ ဖြစ်၏။ ထို့ကြောင့် ဂျုမုအဟ် ဆွလာ့ဟ် မဟုတ်ဘဲ၊ ဂျုမုအဟ် ကာလတွင် ပြုအပ်သော ဆွလာဟ်ဟူ၍ ဖြစ်၏။ ဤသဘောတရားနှစ်ခုမှာ လုံးဝ ခြားနားသည်ကို သတိပြု စေလိုသည်။ ဆိုလိုသည်မှာ ‘စုဝေးပွဲ ကာလတွင် အများနှင့်ဆိုင်သော အကျိုးစီးပွားအတွက် ဖိတ်ခေါ်ခြင်း’ ဟူ ၍ ဖြစ်၏။#2. (نُوْدِيَ لِلصَّــــــــلَاةِ) ဖိတ်ခေါ်သူက ဆွလာ့ဟ်အတွက် ဖိတ်ခေါ်သော် လည်း၊ သွားရမည်က (إِلٰى ذِكْــــــــــــرِ اللهِ) ‘အလ္လာဟ်၏ ဇိက်ရ် (ဝါ) အဆုံးအမ,ဘက်သို့’ ဖြစ်၏။ ဆိုလိုသည်မှာ အများနှင့်ဆိုင်သော အကျိုးစီးပွားကို အလ္လာဟ်ပြဋ္ဌာန်းသည့် အဆုံးအမ (ဝါ) ကျမ်းမြတ်ကုရ်အာန်နှင့်အညီ စုပေါင်းဆောင်ရွက်ရမည်ဟူ၏။ ထို့ အတွက် မိမိတို့၏ ပုဂ္ဂလိက အကျိုးစီးပွားကို ယာယီအားဖြင့် စွန့်ထား၍၊ အများနှင့်ဆိုင်သော အကျိုးစီးပွား အတွက် စုဝေး ညှိနှိုင်း အဖြေရှာဖို့ရန် ဖိတ်ခေါ်ခြင်း ဖြစ်၏။ ဤအချက်ကိုပင် [42:38] တွင် (شُوْرٰى) ‘ရှူရာ’ “ဆွေးနွေးတိုင်ပင် ညှိနှိုင်းခြင်း” ဟု ရည်ညွှန်းခြင်း ဖြစ်၏။ [ကြည့်။ [42:38] အောက်ခြေ (၁၅၇၀)]"
1794,"များသောအားဖြင့် (فَإِذَا قُضِيَتِ الصَّلَاةُ) ကို “ဆွလာဟ် ဝတ်ပြုပြီးကြသောအခါ” ဟု ပြန်ဆိုလေ့ ရှိကြ၏။ စင်စစ် ဤတွင် သုံးနှုန်းထားသော (قُضِيَتْ) ‘ကွုဿွိယသ်’ သည် “ယတိပြတ် စီရင်ဆုံးဖြတ်ခြင်း” ကို ရည်ညွှန်းသည်။ ထို့ကြောင့် “ဆွလာဟ် (ဝါ) အများနှင့်ဆိုင်သော အကျိုးစီးပွားနှင့် စပ်လျဉ်း၍ ယတိပြတ် စီရင်ဆုံးဖြတ်ခြင်း” ကိုသာ ရည် ညွှန်းခြင်း ဖြစ်၏။ ဤအသုံးအနှုန်းမျိုးကို [4:103] ၌လည်း တွေ့ရသည်။#[ဤအာယဟ်၏ ရည်ညွှန်းမှုအား ပို၍ နားလည်နိုင်ရန် [4:103] အောက်ခြေ (၄၉၃)၊ [16:71] အောက်ခြေ (၁၀၆၇) စသည်တို့နှင့် တွဲဖက် လေ့လာပါရန်]"
1795,"သတ်ဖှ်စီရ် ကျမ်းများ၏ ဖော်ပြချက်အရ ရစူလ်သည် သောကြာနေ့ မိန့်ခွန်းပြောနေစဉ် ဆဟာဗဟ်များအနက် မှ အချို့သည် ရစူလ်ကို မတ်တတ်အနေအထား၌ ထားရှိကြ၍၊ စီးပွားရေးနှင့် အခြား စိတ်ဝင်စားဖွယ်ရာများ ဆီသို့ အပြေးအလွှား ထွက်ခွာသွားကြသည်ဟူ၏။ [ကြည့်။ အလင်းပြကျမ်း၊ အစောင် ၂၈၊ ကဏ္ဍ ၆၂၊ စာမျက်နှာ ၂၁၇-၂၁၈] စင်စစ် အာယဟ်၌ သုံးနှုန်းထားသော (قَآئِمًا) ‘ကွောအိမန် (န်)’ ဟူသည် “ဦးဆောင်မှု အနေအထား” အား ရည်ညွှန်း ခြင်း ဖြစ်၏။ ဆိုလိုသည်မှာ ‘ညွှန်ကြားမှု တစ်စုံတစ်ရာကို ပေးရန် ဦးဆောင်မှုအနေအထား၌ ရှိနေခြင်း’ ကို ဆိုလိုသည်။ အဆွ်ဟားဗ်များအနက် အချို့သည် ရစူလ်က အများနှင့်ဆိုင်သော အကျိုးစီးပွားအတွက် ညှိနှိုင်းတိုင်ပင် ပြီးနောက် ဆုံး ဖြတ်ချက် မချမီ မိမိတို့၏ ပုဂ္ဂလိက အကျိုးစီးပွားအတွက် ထွက်ခွာသွားကြခြင်းကို ရည်ညွှန်းခြင်း ဖြစ်ပေသည်။#[ဤအကြောင်းအရာနှင့် ပတ်သက်၍၊ ကျွန်ုပ် သုတေသန ပြုထားသော ဆွလာ့ဟ်တည်ဆောက်ကြလော့ စာတမ်း၊ ဒုတိယတွဲ၊ အခန်း ၁၃ တွင် အကျယ်တဝင့် ဖော်ပြထားသည်ဖြစ်ရာ တွဲဖက် လေ့လာသင့်၏]#ဤတွင် ဆရာဦးဌေးလွင်ဦး၏ အောက်ခြေ မှတ်စုကို ဗဟုသုတ ရရှိစေခြင်းငှာ တိုက်ရိုက် ကူးယူ ဖော်ပြအပ်ပါ သည်။# (၁၀၅၆) သင့်အား မတ်တတ်ပင် ထားခဲ့သည် ဆိုခြင်းမှာ ချီတက်နေသော လမ်းကြောင်းပေါ်တွင် ရပ်တည်လျက် ထားခဲ့သည်ဟု ဆိုလိုခြင်း ဖြစ်ပေသည်။ တစ်နည်းအားဖြင့် နောက်လိုက်ကောင်း မပီသသူတို့သည် မိမိတို့၏ လတ်တလော အကျိုးဟု ထင်မှတ်ရာနောက်သို့ ကောက်ကောက်ပါအောင် လိုက်သွားကြလျက် ခေါင်းဆောင်ဖြစ်သူအား မေ့ထားခဲ့ခြင်းမျိုးကို ဆိုလိုပေသည်။ ဤသို့သော သူများကို သီလကြောင်များဟု ခေါ်၍ နောက်ဖော်ပြမည့် ဓမ္မခန္ဓာ (၆၃) တွင် သူတို့အကြောင်းကို အကျယ်တဝင့် ရှင်းပြထားပေသည်။#[ဆရာဦးဌေးလွင်ဦး၏ ကုရ်အံဘာသာပြန်၊ ဓမ္မခန္ဓာ ၆၃၊ အောက်ခြေ (၁၀၅၆)]#"
