"Ayat_id","mm_Translation","multi_ayats"
1,"တွော်၊ စီးမ်၊ မီးမ်။ (တွော်၊ စီးန်၊ မီးမ်)။* သန့်စင်၍၊ ဖွံ့ဖြိုးမှုကို ဖြစ်ထွန်းစေသော ယဉ်ကျေးသည့် လူ့အဖွဲ့ အစည်းဝင် မုဟမ္မဒ် (သည် အလ္လာ့ဟ်ရစူလ် ဖြစ်၏)။ (တစ်နည်း) စာရိတ္တ မွန်မြတ် သန့်စင်၍၊ ယဉ်ကျေးသော လူ့အဖွဲ့အစည်းအား ဦးဆောင်သည့် မုဟမ္မဒ် (ထံ ဤဥပဒေကျမ်းကို ချမှတ်ခဲ့ခြင်း ဖြစ်ပေသည်)။ (တစ် နည်း) သိန တောင်၌ မူဆာအား (ချမှတ်ပေးခဲ့သော ဥပဒေကျမ်းကဲ့သို့ ဖြစ်၏)။ (တစ်နည်း) (ဤဥပဒေ ကျမ်းသည်) စွမ်းအားအလုံးစုံနှင့် ပြည့်စုံ၍၊ ကြားသိမှု ဥပဒေသ၏ အခြေအမြစ် ဖြစ်သော (အလ္လာ့ဟ်ထံမှ ချမှတ်သည့် ဥပဒေကျမ်း ဖြစ်၏)။@* [[26:1] အောက်ခြေ (၁၃၃၀) တွင် ကြည့်]",""
2,"ဤသည် အလွန်ထင်ရှားသော ဥပဒေကျမ်း၏ အာယားသ် (သက်သေပြ လမ်းညွှန်များ) * ဖြစ်၏။@* [[10:1] အောက်ခြေ (၈၈၃)]",""
3,"ငါသည် လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက် သူတို့ အကျိုးငှာ သင့်ထံသို့ မူဆာနှင့် ဖှိရ်အောင်န် တို့၏ ဇာတ်ကြောင်း အချို့ကို တိကျမှန်ကန်စွာ ဖြင့်ဖော်ပြ အသိပေးအံ့။",""
4,"ဧကန်ပင် ဖှိရ်အောင်န်သည် တိုင်းပြည်၌ မောက်မာစွာ အုပ်ချုပ်ခဲ့သည်။ ထို့ပြင် (မိမိအာဏာစက် ကြီးထွားဖို့ရန်) တိုင်းသူပြည်သား တို့အား အုပ်စုကွဲများ အဖြစ် ဖန်တီးခဲ့၏။ ထိုအုပ်စုများ အနက် အုပ်စုတစ်စု (ဝါ) အိစ်ရာအီးလ်၏ သားမြေးတို့ကို အင်အား ချည့်နဲ့စေရန် ဖန်တီးထား၏။ သူတို့မှ ကိုယ်စွမ်းကိုယ်စ ရှိသူတို့ကို ချိုးနှိမ်၍၊ အစွမ်းအစမရှိ သူတို့အား အကြောင်းပြုကာ ရှင်သန်မှုကို ဆည်းပူး လျက်ရှိ၏။* မလွဲဧကန် သူသည် (တိုင်းပြည်၌) မမျှမတဖြစ်စေ၍ ဖျက်လိုဖျက်ဆီး ပြုလုပ်သူ တစ်ဦးဖြစ်၏။@* [[2:49] အောက်ခြေ (၁၀၃)၊ [7:141] အောက်ခြေ (၇၁၉)]#[ဆက်စပ်အာယဟ်များ [2:49] [7:141] [27:34] [40:25]]",""
5,"သို့ရာတွင် ငါသည် တိုင်းပြည်တွင် နင်းပြား ဖြစ်သွားသော သူတို့အပေါ် (မိမိ၏ တုံ့ပြန်ရလဒ် နှင့်အညီ) ကျေးဇူးပြုရန်၊ ခေါင်းဆောင်များ အဖြစ် ခန့်အပ်ရန်နှင့် အမွေစား အမွေခံများ ဖြစ်စေရန် ပြဋ္ဌာန်း လိုက်သည်။",""
6,"ထို့ပြင် သူတို့အား ကမ္ဘာမြေတွင် အုပ်ချုပ်မှုကို ပေးအပ်၍၊ ဖှိရ်အောင်န်နှင့် ဟာမာန်တို့၏ 1368 စစ်တပ် များအား သူတို့ထံမှ စိုးရိမ်ရသော အ‌ခြေအနေကို ပြသရန်ဖြစ်၏။ (တစ်နည်း) ဖှိရ်အောင်န်၊ ဟာမာန်နှင့် သူတို့၏ စစ်သည် များအား စိုးရိမ်ရသော အခြေအနေကို ပြသရန် ထို (နင်းပြား ဖြစ်နေသော သူတို့အား) ကမ္ဘာမြေတွင် အုပ်ချုပ်မှုကို ပေးအပ်ခြင်း ဖြစ်၏။",""
7,"၎င်းပြင် ငါသည် မူဆာ၏ မိခင်အား “သင်သည် မူဆာအား နို့ချိုတိုက်ကျွေးလော့။ သူ့အတွက် စိုးရိမ်ရ သောအခါ၊ မြစ်ရေ၌ မျှောချလော့။ သင် မစိုးရိမ်နှင့်။ သောက မဖြစ်နှင့်။ ဧကန်အမှန် ငါသည် သူ့အား သင့်ထံသို့ ပြန်ပို့ပေးမည်။ ထို့ပြင် သူ့ကို ရစူလ်တို့အနက်တွင် အပါအဝင် ဖြစ်စေမည်” ဟု ဝဟ်ယ်-လျှို့ဝှက်စွာ ဆက်သွယ် (လမ်းညွှန်) ခဲ့၏။*@* [20:38] အောက်ခြေ (၁၂၀၀)",""
8,"နောက်ဆုံးတွင် (မူဆာ၏ မိခင်သည် သူ့အား သေတ္တာတွင် ထည့်၍၊ မြစ်ရေ၌ မျှောချလိုက်ရာ) * ဖှိရ် အောင်န်၏ အခြွေအရံ တို့က သူတို့အတွက် အတိုက်အခံ ဖြစ်လာ၍၊ ပူဆွေးမှုကို ဖြစ်စေမည့် မူဆာ့အား ဆယ်ယူခဲ့ကြ၏။ ဖှိရ်အောင်န်၊ ဟာမာန်နှင့် သူတို့၏ စစ်သည်တို့သည် အမှန်ပင် ပြစ်မှုကျူးလွန် သူများသာ ဖြစ်ခဲ့ကြ၏။ (တစ်နည်း) (တိုင်းပြည်တွင်) ပျက်စီးရာ ပျက်စီးကြောင်းကို ဖန်တီးသူများသာ ဖြစ်ကြ၏။@* [20:39]",""
9,"သို့ဖြင့် ဖှိရ်အောင်န်၏ အမျိုးသမီးက “(ဤကလေးသည်) ကျွန်ုပ်တို့အဖို့ မျက်စိအေးမြ ကြည်လင် စေမည်။ သူ့အား ဖိနှိပ်ခြင်းဖြင့် ရှင်သန်မှုမဲ့ရန် မပြုလုပ်ကြပါနှင့်။ (တစ်နည်း) ကျွန် မပြုကြပါနှင့်။ သူသည် ကျွန်ုပ်တို့အား ကောင်းကျိုး ပြုကောင်း ပြုနိုင်သည်။ သို့မဟုတ် ကျွန်ုပ်တို့ သူ့အား သားအဖြစ် မွေးစားနိုင်မည်” ဟု ဆို၏။ စင်စစ် သူတို့သည် (ဖြစ်ပေါ်လာမည့် အကျိုးဆက်ကို) မရိပ်စားမိကြချေ။",""
10,"(နောက်တစ်ဖက်တွင်) မူဆာ့မိခင်၏ စိတ်နှလုံးမှာ ဟာ၍ သွားခဲ့၏။ ငါသည် သူ့အား ယုံကြည်စိတ်ချ သူတို့တွင် ပါဝင်စေရန် သူ့စိတ်နှလုံးကို ကြံ့ခိုင်စေခြင်း မရှိစေခဲ့လျှင်၊ ဧကန်ပင် သူသည် မူဆာ၏ အကြောင်းကို ထုတ်ဖော် မည့်ဆဲဆဲ ဖြစ်ခဲ့၏။",""
