"Ayat_id","mm_Translation","multi_ayats"
1,"အချိန်နာရီ 1708 နီးကပ်လာပြီ။ လ (ဝါ) ဓနရှင် အင်အားစု၏ သင်္ကေတ-အထိမ်းအမှတ်-အလံသည် လည်း 1709 ကွဲသွားခဲ့ပြီ။",""
2,"သူတို့သည် အာယဟ် (သက်သေပြ လမ်းညွှန်) တစ်စုံတစ်ရာကို တွေ့မြင်ကြပါလျက် “ဤသည် အဓွန့်ရှည်စွာ တည်ရှိလာသော လှည့်စားမှု (တစ်နည်း) အလိမ်အညာသာ ဖြစ်သည်” ဟု ပြောဆိုကာ မျက်နှာ လွှဲသွားကြ၏။@[ဆက်စပ်အာယဟ် [46:11]]",""
3,"သူတို့သည် မဟုတ်မမှန်ဟူ၍ စွပ်စွဲကြ၏။ ထို့ပြင် သူတို့သည် မိမိတို့၏ အလိုဆန္ဒများကို လိုက်နာကြ ၏။ စင်စစ် အရေးကိစ္စတိုင်းမှာ အဆုံးသတ်သို့ ရောက်ရှိမည်သာ ဖြစ်၏။",""
4,"ဧကန်အမှန် သူတို့ထံ သင်ခန်းစာ လုံလောက်စွာ ပါရှိ၍၊ ပြည့်စုံ နက်နဲသော ဆင်ခြင်တုံတရားနှင့် ညီ ညွတ်သည့် အကြောင်းသတင်းများ ရောက်ရှိခဲ့ပြီးဖြစ်၏။ သို့သော် သူတို့အဖို့ ထိုသတိပေးနှိုးဆော် ချက်များသည် အသုံးမဝင်ခဲ့ပေ။","4-5"
6,"သို့ဖြစ်ရာ သင်သည် သူတို့အား လျစ်လျူရှုထားလော့။ ဆင့်ခေါ်သူက မနှစ်မြို့ဖွယ် (တစ်နည်း) ပြင်းပြ နာကျင်ဖွယ် ကိစ္စတရပ်သို့ ဆင့်ခေါ်သော ကာလတွင် သူတို့၏ မျက်စိများသည် အောက်သို့ စိုက်လျက် (တစ်နည်း) ဂုဏ်သိက္ခာမဲ့လျက် သင်္ချိုင်းများမှ ဖရိုဖရဲ ဖြစ်နေသော ကျိုင်းကောင်များကဲ့သို့ ထွက်၍ ဆင့်ခေါ်သူ ရှိရာသို့ အပြေးအလွှား လာရောက်ကြမည်။ ကာဖှိရ် (လုံခြုံမှုကို သွေဖည်ဆန့် ကျင်ကြသောသူ) တို့သည် “ဤသည်ကား ခက်ခဲသော ကာလတစ်ရပ် ဖြစ်သည်” ဟု ပြောဆိုကြပေ မည်။","6-8"
9,"သူတို့ မတိုင်မီက နူးဟ်၏ မျိုးတူစုသည်လည်း မဟုတ်မမှန်ဟူ၍ စွပ်စွဲခဲ့ကြ၏။ သူတို့သည် ငါ၏ ဩဇာ ခံ (ဖြစ်သော နူးဟ်) ကို မဟုတ်မမှန်ဟု စွပ်စွဲကာ၊ ရူးသွပ်နေသူဟု ပြောဆိုကြသည့်ပြင် ငေါက်ငမ်း ခြိမ်းခြောက်မှုကို ပြု၍ မောင်းထုတ်ခဲ့ကြ၏။",""
10,"သို့ဖြစ်ရာ နူးဟ်သည် သူ့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင့်ထံ “ကျွန်ုပ်သည် အဖိနှိပ် ခံနေရပါပြီ။ သို့ဖြစ်ရာ အရှင်သည် (တုံ့ပြန်ရလဒ်နှင့်အညီ) အရေးယူတော်မူပါ” ဟု လျှောက်ထား၏။",""
11,"သို့ဖြစ်ရာ ငါသည် ကောင်းကင် (မှ မိုးတိမ်များ) ၏ တံခါးများကို ဖွင့်၍ သည်းထန်စွာ မိုးကို ရွာသွန်းချ စေခဲ့၏။",""
12,"၎င်းပြင် မြေကို ခွဲ၍ စမ်းများကို ပန်းထွက်စေခဲ့ရာ၊ ရေသည် စီမံထားသည့် အတိုင်းအတာနှင့်အညီ ရောနှော ပေါင်းစပ်သွားခဲ့၏။",""
13,"ထို့နောက် ငါသည် (မိမိပြဋ္ဌာန်းချက်နှင့်အညီ) သူ့အားပျဉ်ချပ်များနှင့် သံမှိုများ (တစ်နည်း) စို့များဖြင့် ပြုလုပ်ထားသော (ရေယာဉ်) ပေါ်သို့ သယ်ဆောင်ခဲ့၏။",""
