"Ayat_id","mm_Translation","multi_ayats"
1,"မုအ်မင်န် (လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သောသူ) တို့သည် မုချ အောင်မြင်ကြလေပြီ။",""
2,"သူတို့သည် မိမိတို့၏ ဆွလာ့ဟ် (လူ့အရည်အသွေး ဖွံ့ဖြိုးမှု စည်းမျဉ်းအား လိုက်နာရာ) တွင် 1286 ရိုကျိုးလျက် ရှိကြ၏။",""
3,"ထို့ပြင် သူတို့သည် အကျိုးမရှိသော ကိစ္စတို့မှ (တစ်နည်း) ကုရ်အာ့န် လမ်းညွှန်မှု ဆီသို့ ရောက်ရှိခြင်းမှ တားဆီးလျက်ရှိသော အကြောင်းအရာတို့မှ ကျောခိုင်းကြ၏။*@*[41:26]",""
4,"ထို့ပြင် သူတို့သည် ဇကာ့ဟ် (လူ့ဘောင် ဖွံ့ဖြိုးရေး) အတွက် ဆောင်ရွက်ကြ၏။",""
5,"ထို့ပြင် သူတို့သည် မိမိတို့၏ အရှက်အင်္ဂါများကို (တရားဝင်နည်းလမ်းဖြင့် အသုံးချနိုင်ကြရန်) ထိန်း သိမ်းကြ၏။ (တရားဝင် နည်းလမ်းဟူသည်ကား) မိမိတို့၏ ဇနီးများ၊ သို့မဟုတ် မိမိတို့၏ လက်အောက်ခံ အမျိုးသမီးများ (နှင့် ထိမ်းမြား၍၊ ပေါင်းသင်းခြင်းပင် ဖြစ်၏)။ 1287 ထိုသို့ (ပေါင်းသင်းခြင်း) ဖြင့် သူတို့သည် အပြစ်တင်ထိုက်သူများ မဟုတ်ကြချေ။ 1288","5-6"
7,"သို့ရာတွင် မည်သူမဆို ထို့ထက်ပို၍ တောင့်တ ရှာဖွေခဲ့လျှင်၊ သူတို့သည်ပင် စည်းဘောင် ကျော်လွန် သူများ ဖြစ်ကြ၏။",""
8,"ထို့ပြင် သူတို့သည် မိမိတို့ လွှဲအပ်ခံရသော တာဝန်များနှင့် မိမိတို့၏ ကတိကဝတ်တို့ကို စောင့်ထိန်းကြ ၏။",""
9,"စင်စစ် သူတို့သည် မိမိတို့၏ ဆွလဝါးသ် (လူ့အရည်အသွေး ဖွံ့ဖြိုးမှုများ) ကို ထိန်းသိမ်းစောင့်ရှောက်သူ များ ဖြစ်ကြ၏။ 1289a",""
10,"သူတို့သည်ပင်မြင့်မြတ် ကျယ်ပြောသော (ဥယျာဉ်ဘုံ) ကို အမွေရရှိမည့် အမွေစားအမွေခံများ ဖြစ် ကြ၏။ သူတို့သည် ၎င်း၌ ကာလမဲ့ ရှိနေကြပေမည်။@[ဆက်စပ်အာယဟ်များ [7:43] [43:72]]","10-11"
12,"ထို့ပြင် ငါသည် လူသားကို မြေဆီမြေနှစ် (ဝါ) သက်မဲ့ဒြပ်ဝတ္ထုမှ* ဖြစ်ထွန်းစေခဲ့၏။@* [ကြည့်။ [3:59] အောက်ခြေ (၄၀၁)၊ [22:5]]",""
