"Ayat_id","mm_Translation","multi_ayats"
1,"(တိမ်မြုပ်နေသော အရည်အသွေးများကို) ငုပ်လျှိုး၍ ဆွဲယူ ဖော်ထုတ်ပေးသူများ- 1922",""
2,"(အာဏာရှင်များနှင့် အင်အားကြီးမားသူများ၏ ပိတ်ဆို့ခြင်းခံထားကြရသော အောက်ခြေ လူတန်းစား များ၏ တက်လမ်းများရှိ အပိတ်အဆို့များကို) အထုံးဖြေသကဲ့သို့ ဖြေလျော့ပေးကြသောသူများ-",""
3,"(အဖိနှိပ်ခံ အောက်ခြေ လူတန်းစားများသည် ထိုသို့ ဖြေလျော့ပေးမှုကြောင့်) ဘဝ၏ လှိုင်းတံပိုးများ အောက်တွင် အစွမ်းကုန် လှုပ်ရှားရုန်းကန်၍ ကူးခပ်သောသူများ-",""
4,"(ထိုသို့ အစွမ်းကုန် လှုပ်ရှားရုန်းကန်၍ ကူးခပ်ခြင်းဖြင့်) သူ့ထက်ငါ သာအောင် တက်လမ်းများသို့ ဦး တည်ကြသူများ-",""
5,"(သူတို့သည် အလ္လာဟ်၏) ညွှန်ကြားချက်နှင့်အညီ (မိမိတို့၏ အရေးကိစ္စများကို ကိုယ်တိုင်ပင်) စီမံ ဆောင်ရွက်သူများ (ဖြစ်ကြ၏။ အဆိုပါ အရည်အချင်းကောင်းများနှင့် ပြည့်စုံသူ အသီးသီးတို့ အား) ငါ သည် သက်သေထူ၏။ 1923",""
6,"ထိုကာလတွင် တုန်လှုပ်စေသော အရာသည် တုန်လှုပ်လာပေမည်။ နောက်မှ လိုက်လာသော အရာ သည် ဆက်တိုက်ဆိုသလို လိုက်လာပေမည်။ 1924","6-7"
8,"ထိုကာလတွင် (သွေဖည်ဆန့်ကျင်သော ခေါင်းဆောင်များ၏) စိတ်နှလုံးများသည် တုန်လှုပ် ချောက် ချားလျက် ရှိကြပြီး၊ သူတို့၏ မျက်စိများသည်လည်း ညှိုးငယ်စွာ အောက်သို့စိုက်လျက် ရှိကြပေမည်။","8-9"
10,"သူတို့က “ကျွန်ုပ်တို့သည် မူလ အခြေအနေသို့ ပြန်လည် ရောက်ရှိကြမည်လော”-",""
11,"“ကျွန်ုပ်တို့သည် ဆွေးမြည့်သော အရိုးများ ဖြစ်သွားကြမည်လော” ဟု ပြောဆိုကြမည်။ 1925",""
12,"သူတို့က “သို့ဖြစ်လျှင် ဤသည် လွန်စွာ ဆုံးရှုံးသော ပြန်လည် ရောက်ရှိခြင်းပင် ဖြစ်သည်” ဟု ဆိုကြ ၏။",""
13,"စင်စစ် ဤသည် တစ်ချက်မျှ အော်ဟစ် မောင်းနှင်သော အသံမျှသာ ဖြစ်၏။ ထိုအခါ သူတို့သည် စစ်မြေပြင်သို့ ရုတ်ချည်းဆိုသလို ရောက်ရှိလာကြပေမည်။ 1926","13-14"
15,"မူဆာ၏ ဟဒီးစ် (အကြောင်းသတင်း-တစ်နည်း-အဖြစ်အပျက်) သည် သင့်ထံ ရောက်ရှိခဲ့ပြီလော။ [20:9]",""
16,"တစ်ချိန်တွင် သူ့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်က တွုဝါ (မည်သော) မြင့်မြတ် သည့် တောင်ကြား၌* “သင်သည် ဖှိရ်အောင်န်၏ ထံသို့ သွားလော့။ ဧကန်စင်စစ် သူသည် မောက်မာ၊ ဆိုးသွမ်းသောသူ ဖြစ်သည်” ဟု အသိပေး၊ ဆက်သွယ် ညွှန်ကြား၏။@* [(طُوًى) ‘တွုဝါ’ ဟူသော အသုံးအနှုန်းအတွက် [20:12] အောက်ခြေ (၁၁၈၈) တွင် လေ့လာပါ ရန်]","16-17"
18,"သို့ဖြစ်ရာ သင်သည် “(ဖှိရ်အောင်န်အား) သင် ဖွံ့ဖြိုးတိုးတက်လိုသလော။ သို့ဖြစ်လျှင် ကျွန်ုပ် သင့် အား ပျိုးထောင်မှုစနစ်နှင့်အညီ ဖွံ့ဖြိုးစေသောအရှင် (၏ ပြဋ္ဌာန်းချက်ဆီ) သို့ ညွှန်ပြမည်။ သို့ဖြစ်ရာ သင်သည် (ထိုပြဋ္ဌာန်းချက်အရ ဖြစ်ပေါ်သော ဆိုးကျိုးများကို) ကြောက်ရွံ့ စိုးရိမ် လာပေမည်” ဟု ပြောဆိုလော့။","18-19"
20,"ထို့နောက် သူသည် (ဖှိရ်အောင့်န်ထံသို့ သွား၍) သူ့အား အကြီးဆုံးသော အာယဟ် (သက်သေပြ ချက်) ကို ပြသခဲ့၏။*@* [(اَلْأٰيَةُ الْكُبْرٰى) “အကြီးဆုံးသော အာယဟ်” ဟူသော အသုံးအနှုန်းအတွက် [20:23] အောက်ခြေ (၁၁၉၇) တွင် လေ့လာပါရန်]",""
21,"သို့ပါလျက် သူသည် မဟုတ်မမှန်ဟု စွပ်စွဲ၍၊ ဖီဆန်ခဲ့၏။",""
22,"ထို့နောက် ကျောခိုင်းကာ (ဆန့်ကျင်ရန်) အားထုတ်ခဲ့၏။",""
23,"တဖန် (မှူးကြီးမတ်ရာ သေနာပတိတို့ကို) စုရုံးကာ၊ “ကျွန်ုပ်သည် သင်တို့၏ အကြီးဆုံးသော အရှင် သခင်ဖြစ်သည်” ဟု ပြောဆို ကြေညာခဲ့၏။","23-24"
25,"သို့ဖြစ်ရာ အလ္လာဟ်သည် သူ့အား တုံ့ပြန်ရလဒ်အားဖြင့် အနာဂတ်နှင့် ပစ္စုပ္ပန်တို့၌ ဖမ်းဆီးခဲ့ ၏။",""
26,"ဧကန်အမှန် ဤ (ဖြစ်ရပ်) တွင် (ဆိုးကျိုး သက်ရောက်ခြင်း အပေါ်) စိုးရိမ်သောသူတို့အဖို့ သင်ခန်းစာ တစ်ရပ်သည် အမှန်ပင် ရှိ၏။",""
27,"သင်တို့အား ဖြစ်ထွန်းစေခြင်းသည် ပို၍ ခိုင်ခံ့သလော။ (တစ်နည်း) ပို၍ ခက်ခဲသလော။ သို့မဟုတ် စကြဝဠာကို ဖြစ်ထွန်းစေခြင်းသည် ပို၍ ခိုင်ခံ့သလော။ (တစ်နည်း) ပို၍ ခက်ခဲသလော။ အရှင်သည် စကြဝဠာကို တည်ဆောက်ခဲ့၏။*@*[37:11]",""
28,"အရှင်သည် ၎င်း၏ မြင့်စွင့်မှုကို မြှင့်တင်ထား၏။ ထို့နောက် ၎င်းတွင် ဟန်ချက်မျှမှုနှင့် သင့်တင့် လျောက်ပတ်မှုတို့ကို စီမံထား၏။",""
29,"ထို့ပြင် ၎င်း၏ ညဥ့်ကို မှောင်မိုက်စေ၍၊ နေ့၏ အလင်းကို ထွန်းတောက်စေ၏။ (တစ်နည်း) ၎င်း၌ ညဥ့် ၏ အမှောင်ကို ဖုံးလွှမ်းစေ၍၊ နေ့၏ အလင်းကို ထွက်ပေါ် ထင်ရှားစေ၏။",""
30,"ထို့နောက် ကမ္ဘာဂြိုဟ်ကို ၎င်းမှ ခွဲထုတ်၍ ဖြန့်ကြက်စေခဲ့၏။*@* [ဤအာယဟ်၏ ရည်ညွှန်းမှုကို နားလည်နိုင်ရန် [21:30] အောက်ခြေ (၁၂၂၅) နှင့် တွဲဖက်လေ့လာပါ]",""
31,"အရှင်သည် ကမ္ဘာမြေမှ ၎င်း၏ ရေနှင့် ကောက်ပဲသီးနှံ၊ မြက်ပင်၊ သစ်ပင် စသည်တို့ကို ထွက်စေခဲ့၏။",""
32,"ထို့ပြင် အရှင်သည် သင်တို့နှင့် သင်တို့၏ အိမ်မွေးတိရစ္ဆာန်များ အကျိုးခံစားနိုင်ရန် တောင်များကို အခိုင်အမာ စိုက်ထူခဲ့၏။","32-33"
34,"ထို့နောက် အလွန်ကြီးမားသော ရုန်းရင်းဆန်ခတ်မှု ဆိုက်ရောက်လာသောအခါ၊ လူသားသည် မိမိ၏ ကြိုးစားအားထုတ်မှုကို အမှတ်ရလျက် ရှိမည်။ (တစ်နည်း) မိမိ၏ ကြိုးစားအားထုတ်မှုကို အထင်အရှား ပေါ်လွင်လျက် တွေ့ရှိရပေမည်။ 1927","34-35"
