"notes_id","explanation"
1668,"(اَلطُّوْرُ) ‘တူးရ်’ နှင့်ပတ်သက်၍ [2:63] အောက်ခြေ (၁၂၅) နှင့် [28:46] အောက်ခြေ (၁၃၇၅) တို့တွင်လည်း ဖော် ပြခဲ့ပြီးဖြစ်သည်။ ဤနေရာတွင် အနည်းငယ် ထပ်မံ ဖော်ပြလိုပါသည်။# (اَلطُّوْرُ) ‘တူးရ်’ ဟူသည် “စိမ်းလန်းသော တောင်” ဟူ၍ ဖြစ်၏။ စိမ်းလန်းမှု မရှိသော တောင်ကို (اَلطُّوْرُ) ‘တူးရ်’ ဟု ခေါ်ဆိုလေ့ မရှိကြပေ။ ၎င်း၏ ရင်းမြစ်အဓိပ္ပာယ်မှာ “တစ်စုံတစ်ခု၏ ရှည်လျားခြင်းနှင့် ပြည့်ဝခြင်း” ဟူ၍ ဖြစ်သည်။ ၎င်းကို ကာလနှင့် နေရာ နှစ်မျိုးစလုံးအတွက် အသုံးပြုသည်။ [မကွော်ယီးစုလ် လုဂဟ်] (اَلطُّوْرُ) ‘တူးရ်’ ကို သိန တောင်အတွက်လည်း အသုံးပြုသည်။ (اَلطُّوْرُ) ‘တူးရ်’ နှင့် (اَلطَّوْرُ) ‘တောက်ဝ်ရ်’ တို့ကို အနက်တူအဖြစ် အသုံးပြုသည်။ ထိုအခါ “အကြိမ်ရေ” “အလှည့်” “အဆင့်အတန်း” ဟူသော အဓိပ္ပာယ် ဖြစ်ပေါ်သည်။ ဥပမာ- (طَوْرًا بَعْدَ طَوْرٍ) ဟူသည် “တစ်ကြိမ်ပြီး တစ်ကြိမ်” “ဒုတိယ အကြိမ်” “တစုံတခုနှင့် ဆန့်ကျင်ဘက် ရပ်တည်ခြင်း” သို့မဟုတ် “တစ်စုံတစ်ခုနှင့် တူညီခြင်း” ဟူ၍ ဖြစ်သည်။ (اَلطَّوْرُ) ‘တောက်ဝ်ရ်’ ၏ ဗဟုဝုစ်ဖြစ်သော (أَطْوَارٌ) ‘အပ်တ်ဝါးရ်’ ၏ အနက်အဓိပ္ပာယ်များတွင် “ကွဲပြားသော အတိုင်းအတာ သတ်မှတ်ချက်များ” “အမျိုးအစားများ” “ကွဲပြားသော အဆင့်အတန်း များ” “အခြေအနေများ” “ခန့်မှန်းချက်များ” စသည်တို့ ပါဝင်သည်။ [71:14] တွင်-#وَقَدْ خَلَقَكُمْ أَطْوَارًا ﴿۱۴﴾#ဧကန်စင်စစ် အလ္လာဟ်သည် သင်တို့အား ကွဲပြား၍ တိုးတက်သည့် ခရီးစခန်းများကို ဖြတ်သန်းစေပြီး၊ လူဖြစ်မှု ပန်းတိုင်သို့ ရောက်ရှိစေရန် ဖြစ်ထွန်းစေခဲ့၏။ (တစ်နည်း) သင်တို့၏ ဖြစ်ထွန်းလာမှုကို ကွဲပြားသော အခြေအနေ၊ အဆင့်အတန်းများကို ဖြတ်သန်း၍ ပေါ်ပေါက်လာစေသည်။ (တစ်နည်း) ကွဲပြားသော အခြေ အနေများ၌ ဖြစ်ထွန်းစေခဲ့၏။ [71:14]#ဟု ရည်ညွှန်းထားသည်။ ဤအာယဟ်တွင် (أَطْوَارٌ) ‘အပ်တ်ဝါးရ်’ ကို “ကွဲပြား၍ တိုးတက်သည့် ခရီးစခန်းများကို ဖြတ်သန်းစေပြီး၊ လူဖြစ်မှု ပန်းတိုင်သို့ ရောက်ရှိစေခြင်း” “ကွဲပြားသော အခြေအနေ၊ အဆင့်အတန်းများကို ဖြတ်သန်း ၍ ပေါ်ပေါက်လာစေခြင်း” “ကွဲပြားသော အခြေအနေများကို ဖြတ်သန်းစေခြင်း” စသည့် အနက်သဘောဖြင့် သုံးနှုန်း ထားသည်။#ဖော်ပြပါ အနက်အဓိပ္ပာယ် အသီးသီးတို့အပေါ် ခြုံငုံ၍ သုံးသပ်သည်ရှိသော်- လူသား၏ ဖြစ်ထွန်းလာမှုနှင့်အတူ လိုက်နာကျင့် သုံးရန် လိုအပ်နေသော အလ္လာ့ဟ်ဥပဒေ စည်းမျဉ်းများကို ပြဋ္ဌာန်း၍ ဝဟ်ယ်တည်းဟူသော လျှို့ဝှက် ဆက်သွယ်မှုဖြင့် ချမှတ်ပေးခြင်းကို (اَلطُّوْرُ) ‘တူးရ်’ ဟု ရည်ညွှန်းကြောင်း ကောင်းစွာ နားလည်နိုင်ပါသည်။ ထိုပြဋ္ဌာန်း ချက်များကို လိုက်နာခြင်းဖြင့် လူသည် မိမိ၏ လူဖြစ်မှု ပန်းတိုင်သို့ ရောက်ရှိနိုင်သည်ဟု ဆိုလိုသည်။ ထို့အတွက် မိမိ အား မွေးရာပါအဖြစ် ချီးမြှင့်ထားသော အသိဉာဏ်၊ ဆင်ခြင်မှုတို့အားဖြင့် အလ္လာ့ဟ်ရစူလ်များ ပေးအပ်ခြင်းခံရသည့် လူ့ ဘဝ တည်ဆောက်မှု စည်းမျဉ်း ဥပ‌ဒေများကို နာခံဖို့လိုကြောင်း (اَلطُّوْرُ) ‘တူးရ်’ က ဖော်ပြနေသည်။ ဤအာယဟ်တွင် မူဆာ ရစူလ် (A.S) ၏ ပင်ကိုယ် အသိဉာဏ်၌ အရှင့်လမ်းညွှန် ဥပဒေ သက်ရောက်လာခြင်းအား (اَلطُّوْرُ) ‘တူးရ်’ ဟု ရည် ညွှန်းခြင်း ဖြစ်သည်။ ၎င်းကို တိုက်ရိုက် အနက်ကောက်လျှင် ထိုသို့ ချီးမြှင့်ရာ အရပ်ဒေသသည် သိန တောင်ဖြစ်သည် ဟု ရည်ညွှန်းခြင်းလည်း ဖြစ်နိုင်သည်။ မည်သို့ဆိုစေ လူ၏ မွေးရာပါ အသိဉာဏ် တစ်ခုတည်းဖြင့် လူဖြစ်မှု ပန်းတိုင်သို့ မရောက်ရှိနိုင်ကြောင်း (اَلطُّوْرُ) ‘တူးရ်’ အားဖြင့် သတိပေး နှိုးဆော်ခြင်း ဖြစ်၏။ ဤသဘောတရားကို ရှေ့လာမည့် အာယဟ်များတွင်လည်း တွေ့ရ၏။# #[(اَلطُّوْرُ) ‘တူးရ်’ “တောင်”နှင့်ပတ်သက်၍ [2:63] အောက်ခြေ (၁၂၅)၊ [19:52] [20:80] [28:29] [28:46] အောက်ခြေ (၁၃၇၅)၊ [95:2] [71:14]စသည်တို့နှင့် တွဲဖက် လေ့လာပါရန်]#[ဤနေရာတွင် (اَلطُّوْرُ) ‘တူးရ်’ နှင့် တွဲဖက် သုံးနှုန်းထားသော (اَلنَّارُ) ‘နားရ်’ “မီး” ကိုပါ တွဲဖက် လေ့လာသင့်သည်။ ကြည့်။ [20:10] အောက်ခြေ (၁၁၈၅)၊ [27:7] အောက်ခြေ (၁၃၄၆)၊ [27:8] အောက်ခြေ (၁၃၄၇)၊ [28:29] [28:30] အောက်ခြေ (၁၃၇၁-၁၃၇၂)]#[ဆက်စပ်အာယဟ်များ [95:1-3]"
1669,"ဤအာယဟ်တွင် သုံးနှုန်းသော (كِتَابٌ) ‘ကိသာဗ်’ သည် ကျမ်းမြတ်ကုရ်အာန်ကို ရည်ညွှန်းသည်။ ၎င်းနှင့် တွဲ ဖက်ထားသော နာမဝိသေသန (مَسْطُوْرٌ) ‘မတ်စ်တူးရ်’ ၏ အဓိပ္ပာယ်မှာ “ရေးသားထားသော” “မှတ်တမ်းတင်ထား သော” ဟူ၍ ဖြစ်သည်။ ကျမ်းမြတ်ကုရ်အာန်သည် မုဟမ္မဒ် ရစူလ် (ﷺ) ၏ ဉာဏ်စဉ်၌ အစအဆုံး ကိန်းဝပ်ပြီး ဖြစ်ရာ၊ ရစူလ်သည် လိုအပ်ချက်နှင့်အညီ ဆဟာဗဟ် (R.D) တို့အနက်မှ (كَاتِبٌ) ‘ကာသိဗ်’ “စာရေး-မှတ်တမ်းတင်သူ” များ ကို ရေးသား၊ မှတ်တမ်းတင်ကြရန် ညွှန်ကြားခဲ့သည်။ ရစူလ် မကွယ်လွန်မီ ကာလ၌ပင် ကျမ်းမြတ်ကုရ်အာန် စ၊ လယ်၊ ဆုံးကို စနစ်တကျ မှတ်တမ်းတင်ပြီး ဖြစ်ကြောင်း ဤအာယဟ်နှင့် အလားတူ အာယဟ်များအရ တိကျ ခိုင်လုံစွာ သိရပေသည်။ အချို့ယူဆသကဲ့သို့ အွတ်စ်မာန် (R.D) ၏ လက်ထက်ရောက်မှ ပြန့်ကျဲနေသော စာရွက်၊ သစ်ရွက်၊ အရိုး၊ အိုး ချမ်းပဲ့များမှ ကူးယူခြင်းဟူသည် စင်စစ် ကုရ်အာန်ကို အခြားကျမ်းများ၊ အထူးသဖြင့် ရိဝါယဟ်ကျမ်းများနှင့် တန်းညှိရန် ကြိုးစားခြင်းမျှ ဖြစ်ကြောင်း ကောင်းစွာ နှလုံးသွင်းအပ်၏။# (مَسْطُوْرٌ) ‘မတ်စ်တူးရ်’ သည် (سَطَرَ) ‘စတွော့်ရ’ မှ ဆင့်ပွားသော နာမ်ဖြစ်သည်။ (سَطَرَ) ‘စတွော့်ရ’ သည် မျဉ်းဖြောင့်ကို ဆိုသည်။ ထို့ကြောင့် (مَسْطُوْرٌ) ‘မတ်စ်တူးရ်’ ဟူသည် ဖြောင့်တန်းစွာ ရေးသားထားသော စာကြောင်းများကို ညွှန်းဆိုသည်။ ရှေ့လာမည့်အာယဟ်တွင် ထိုရေးသားထားသော စက္ကူအကြောင်းကို တိတိကျကျ ဖော်ညွှန်းထား သည်။ ပညာရှင် အချို့က ဤတွင် ရည်ညွှန်းသော (كِتَابٌ مَّسْطُوْرٌ) ‘ကိသာဗွန်မ် မတ်စ်တူးရ်’ ကို ‘လောက်ဝ်ဟေမဟ်ဖှူးဇ်’ “ထိန်းသိမ်းထားသောသင်ပုန်း” သို့မဟုတ် ‘နအ်မာအေအအ်မားလ်’ “လုပ်ရပ်များ၏မှတ်တမ်း” ဟု အဆိုပြုကြ သည်။ သို့သော် ထိုအဆိုပြုမှုမှာ ခိုင်လုံမှု လုံးဝ မရှိချေ။ [ကြည့်။ [33:6]]#[(كِتَابٌ) ‘ကိသားဗ်’ “ဥပဒေကျမ်း”နှင့် ပတ်သက်၍ [2:2] အောက်ခြေ (၁၆) နှင့် [32:2] အောက်‌ခြေ (၁၄၂၅) တို့တွင် လေ့လာနိုင်ပါသည်]#[ဤအာယဟ်နှင့် အတူ [56:78-80] [80:11-16] စသည်တို့နှင့် တွဲဖက် လေ့လာသင့်သည်]"
1670,"(مَنْشُوْرٌ) ‘မန် (န်) ရှူးရ်’ ၏ အဓိပ္ပာယ်မှာ “ဖြန့်ချိသော” “ကျယ်ပြန့်လှသော” ဟူ၍ ဖြစ်သည်။ အထက်တွင် ဖော်ပြသကဲ့သို့ ဆဟာဗဟ် (R.D) တို့အနက်မှ (كَاتِبٌ) ‘ကာသိဗ်’ “စာရေး-မှတ်တမ်းတင်သူ” များက ရေးသား၊ မှတ် တမ်းတင်ပြီးလျှင် လိုအပ်သူများက ထိုမှတ်တမ်းမှတစ်ဆင့် ကူးယူ ဖြန့်ချိလျက်ရှိသည်ဟု ဆိုလိုသည်။ ထို့ပြင် ထိုရေးသား၊ မှတ်တမ်းတင်မှုမှာ တစ်စတစ်စ ကျယ်ပြန့်လာသည် ဟုလည်း ဆိုလိုရာ ရောက်သည်။#[ကျမ်းမြတ်ကုရ်အာန်ကို မှတ်တမ်းတင်သူများ (كَاتِبُو الْوَحْيِ) ‘ကာသိဗွတ်လ် ဝဟ်ယ်’ နှင့်ပတ်သက်သော ဂုဏ်ပုဒ် များကို [80:11-16] တွင် ဖော်ပြထားသည်။ သက်ဆိုင်ရာ အာယဟ်များ၌ ဆက်လက် ဖော်ပြပါမည်]#[ဆက်စပ်အာယဟ်များ [56:78-80] [80:11-16]]"
1671,"(رَقٌّ) ‘ရတ်က်ကွန် (န်)’ နှင့်ပတ်သက်၍ မုဟီတွုလ် မုဟီးတ်ကျမ်းရှင် ဗုစ်သာနီက “သားရေပြားကို ပါးလွှာစွာ ချပ်၍ အသုံးပြုသော စက္ကူ” ဟု ဖွင့်ဆိုသည်။ ဤဖွင့်ဆိုပုံကို သာဂျုလ် အုရူးစ်နှင့် အလ်မုဖှ်ရဒါးသ် အဘိဓာန်များ တွင်လည်း တွေ့ရှိရပေသည်။ ထို့ကြောင့် အိုးခြမ်းပဲ့များ၊ သစ်ရွက်များ၊ အရိုးများ၌ ဟိုတစ ဒီတစ ပြန့်ကျဲနေသည်ဆိုသော ပြောဆိုချက်မှာ ကုရ်အာန်နှင့် လုံးဝ မပတ်သက်ကြောင်း သိရပေသည်။#[ဤအကြောင်းအရာနှင့် ပတ်သက်၍၊ ဆရာ ဂျာဝိဒ်သန်း၏ ကျမ်းတော်မြတ် ကုရ်အာန်၏ သုတပဒေသာ စာစုများ၊ စာမျက်နှာ ၂၀၅၊ ကျမ်းတော်မြတ် ကုရ်အာန်အကြောင်း သိကောင်းစရာများဟူသော ခေါင်းစဉ်၌ အပြည့်အစုံ လေ့လာနိုင်ပါ သည်။ မူရင်းဆောင်းပါးရှင်မှာ အလ္လာမဟ် ဆယသ် အဟ်မဒ် ဆိုင်ဖီဖြစ်၏။ ၎င်းကို ဆရာ ဂျာဝိဒ်သန်းက မြန်မာဘာသာသို့ ပြန်ဆိုခြင်း ဖြစ်သည်]"
1672,"(اَلْبَيْتُ الْمَعْمُوْرُ) ‘ဗိုက်သွန်မ် မအ်မူရ်’ “စည်ကားသိုက်မြိုက်သော အိမ်တော်” ဟူသည် [22:29] တွင် သုံးနှုန်း သော (اَلْبَيْتُ الْعَتِيْقُ) ‘ဗိုက်သွန် (န်) အသီးက်’ “လူ့ဂုဏ်သိက္ခာနှင့် လွတ်လပ်မှုတို့ကို အခြေခံ၍ တည်ဆောက်အပ် သော အိမ်တော်” ကို ရည်ညွှန်းသည်။ [2:125] အောက်ခြေ (၁၇၅) တွင် ဖော်ပြခဲ့သည့်အတိုင်း ၎င်းတွင် ‘လူသားဝါဒ အခြေခံ၍ တည်ဆောက်အပ်သော အဆောက်အအုံနှင့် လူသားဝါဒ အခြေခံ လူမှုအဆောက်အအုံဆိုသော အနက် သဘောနှစ်မျိုးလုံး’ ကိန်းဝပ်သည်။ ဆိုလိုသည်မှာ အလ္လာ့ဟ်ဥပဒေစည်းမျဉ်း၏ အခြေခံအကျဆုံး ဖြစ်သော လူသားဝါဒ အားဖြင့် တည်ဆောက်အပ်သော အဆောက်အအုံသည် စည်ကားသိုက်မြိုက်လျက် ရှိရမည်။ သို့မဟုတ်ပါက ယင်းအိမ် တော်သည် ရုပ်ပိုင်းဆိုင်ရာအားဖြင့် စည်ကားနိုင်သော်လည်း အနှစ်သာရမဲ့သော အဆောက်အအုံတစ်ခုအဖြစ်သာ ကျန်ရှိနေမည် ဖြစ်၏။ ထိုအခါ မုအ်မင်န်တို့အနေနှင့် လူသားဝါဒ အ‌ခြေခံ လူမှုအဆောက်အအုံတစ်ရပ်ကို မဖြစ်မနေ တည် ဆောက်ကြရပေမည်။ ယနေ့ ကမ္ဘာပေါ်တွင် ဖြစ်ပေါ်နေသော ပဋိပက္ခများ၏ အခြေခံအကျဆုံး ပြဿနာမှာ လူသား ဝါဒကို မျက်ကွယ်ပြုသောကြောင့် ဖြစ်ပေသည်။ ထိုပြဿနာများကို ဖြေရှင်းမပေးနိုင်သော မည်သည့်အဆောက်အအုံ ဖြစ်စေ မူလ ပြဋ္ဌာန်းထားသော စံတန်ဖိုးများနှင့် မကိုက်ညီသောကြောင့် အပေါ်ယံ၊ အနှစ်သာရမဲ့သော စည်ကားမှုကို သာ မြင်တွေ့ရမည်ဖြစ်ပြီး၊ ထိုအဆောက်အအုံ တည်ရှိရာ တိုင်းပြည်သည်သာလျှင် ဓနအင်အားများ ဆတက်ထမ်းပိုး တိုးပွားနေမည်ဖြစ်ပြီး၊ ကျန်ဒေသ အများစုမှာ ဆင်းရဲမွဲတေမှုနှင့် ရင်ဆိုင်နေရပေမည်။ ထို့ပြင် လူသားဝါဒ ဆိတ်သုဉ်း၍ အနိဋ္ဌာရုံများ၊ ပဋိပက္ခများ၊ ပြဿနာများနှင့် မုချ ရင်ဆိုင်နေရပေမည်။ ကျွန်ုပ်တို့သည် ရုပ်ဝတ္ထုအရ တည်ရှိနေသော အဆောက်အအုံထက်၊ လူ့အရည်အသွေး ပြည့်မီသော လူမှုအဆောက်အအုံကိုသာ လိုအပ်နေသည်ဖြစ်ကြောင်း၊ ထို့ ကြောင့် ယင်းလူမှုအဆောက်အအုံကို ဦးစားပေး တည်ဆောက်အပ်ကြောင်း ကောင်းစွာ နှလုံးသွင်း အပ်ပေသည်။ ထိုသို့ဖြင့် ဤအာယဟ်၌ ရည်ညွှန်းသော (اَلْبَيْتُ الْمَعْمُوْرُ) ‘ဗိုက်သွန်မ် မအ်မူရ်’ “စည်ကားသိုက်မြိုက်သော အိမ် တော်” နှင့် [22:29] တွင် ရည်ညွှန်း သော (اَلْبَيْتُ الْعَتِيْقُ) ‘ဗိုက်သွန် (န်) အသီးက်’ “လူ့ဂုဏ်သိက္ခာနှင့် လွတ်လပ်မှုတို့ကို အခြေခံ၍ တည်ဆောက်အပ်သော အိမ်တော်” တို့ကို ပုံဖော်နိုင်မည် ဖြစ်ကြောင်း နှိုးဆော်အပ်ပါသည်။ အစ္စလာမ်သည် ရုပ်ဝတ္ထုထက် လူ့အရည်အသွေး ဖွံ့ဖြိုးတိုးတက်မှုကိုသာ ဦးစားပေးထားကြောင်း ဖော်ပြလိုက်ပါသည်။# #[(اَلْبَيْتُ) ‘ဗိုက်သ်’ နှင့်ပတ်သက်၍၊ [2:125] အောက်ခြေ (၁၇၅-၁၇၇)၊ [2:127] အောက်ခြေ (၁၈၅)၊ [3:97] အောက်ခြေ (၄၁၀)၊ [5:97] အောက်ခြေ (၅၇၀)၊ [8:35] အောက်ခြေ (၇၈၇)၊ [22:29] အောက်ခြေ (၁၂၆၈-၁၂၆၉) စသည်တို့နှင့် တွဲဖက် လေ့လာပါရန်]# "
1673,") (اَلسَّقْفُ الْمَرْفُوْعُ) ‘စတ်က်ွဖှုလ် မရ်ဖှူးအ်’ “မြင့်စွင့်သော အမိုး” ဟူသည် ‘အာကာသ မိုးကောင်းကင်’ ကို ရည်ညွှန်းခြင်း ဖြစ်သည်။ ဤအာယဟ်တွင် ခေတ်အဆက်ဆက် ပညာရှင်များအနေနှင့် စကြဝဠာလုံးဆိုင်ရာ ဘာသာ ရပ်များကို လေ့လာ ဆည်းပူး ဖော်ထုတ်ဖို့ရန် နှိုးဆော်ထားခြင်း ဖြစ်သည်။ သို့ဖြစ်သောကြောင့် မုအ်မင်န်အုပ်စုတွင် သိပ္ပံပညာရပ်ကို တတ်သိ နားလည်သော ပညာရှင်များ ပေါ်ထွန်းလာဖို့ရန် လွန်စွာ အရေးကြီး၏။ အလ္လာဟ်ပြဋ္ဌာန်း ထားသော ကန့်သတ်ချက်များအတွင်းမှ သိပ္ပံဘာသာရပ်ကို ဆည်းပူးကြ၍၊ လူနှင့် လူ့ပတ်ဝန်းကျင် တစ်ခွင်လုံးနှင့် သက်ရှိသက်မဲ့ လောကတစ်ခုလုံးကို ကောင်းကျိုးပြုနိုင်ရန် ဤအာယဟ်အပါအဝင် ကုရ်အာန်၏ အာယဟ်များစွာ၌ တိုက်တွန်းထားသည်ကို လေ့လာ တွေ့ရှိရ၏။ အချို့ယူဆသကဲ့သို့ ကျမ်းမြတ်ကုရ်အာန်သည် ဘာသာရေးကျမ်း မဟုတ်ပါ။ လူ့ဘဝ တည်ဆောက်မှုအတွက် လမ်းညွှန်သော ပြိုင်စံရှားသည့် ဥပဒေကျမ်းဖြစ်ကြောင်း ကောင်းစွာ နှလုံး သွင်းအပ်ပေသည်။ ရှေ့အာယဟ်တွင် ပင်လယ်နှင့်ဆိုင်သော အသိပညာများ (ဝါ) အဏ္ဏဝါဗေဒ ဘာသာရပ်ကိုလည်း လေ့လာဆည်းပူးအပ်ကြောင်း တိုက်တွန်း နှိုးဆော်ထားသည်ကို တွေ့နိုင်သည်။ [ကြည့်။ [52:6]]"
1674,"[52:9] တွင် သုံးနှုန်းထားသော (اَلسَّمَآءُ) ‘စမားအ်’ ၏ တိုက်ရိုက်အနက်သဘောမှာ “ကောင်းကင်” ဟူ၍ ဖြစ် ၏။ ထို့ပြင် [52:10] ရှိ (اَلْجِبَالُ) ‘ဂျိဗားလ်’ ၏ တိုက်ရိုက်အနက်သဘောမှာလည်း “တောင်များ” ဟူ၍ ဖြစ်၏။ ဤ အာယဟ်တွင် သွယ်ဝိုက်ညွှန်း အနက်ကို ကောက်ယူထားသောကြောင့် (اَلسَّمَآءُ) ‘စမားအ်’ ကို “ခေါင်းဆောင်” ဟု အနက်ကောက်ထားသည်။ ရှေ့နောက် အာယဟ်များနှင့် ဆက်စပ်၍ သုံးသပ်လျှင်၊ ဤအာယဟ်လာ ခေါင်းဆောင်ဟူ သည် အရှင့်လမ်းညွှန်မှုကို အံတုသော သဘောတရား ကိန်းဝပ်သည်။ ထို့ပြင် (اَلْجِبَالُ) ‘ဂျိဗားလ်’ ကိုလည်း သွယ်ဝိုက် ညွှန်း အနက်ကောက်ကာ “အာဏာရှင်များ” ဟု ဖော်ပြထားသည်။ တိုက်ရိုက်အနက်ကောက်လျှင် အောက်ပါအတိုင်း ဖြစ်မည်။# #يَوْمَ تَمُورُ ٱلسَّمَآءُ مَوْرًا ۙ﴿۹﴾وَتَسِيرُ ٱلْجِبَالُ سَيْراً ﴿ؕ۱۰﴾# #“မိုးကောင်ကင်သည် သွက်သွက်ခါ တုန်လှုပ်သော ကာလနှင့် တောင်များ လွင့်ပါးသော ကာလတွင် (ပြစ်ဒဏ်သည် သက်ရောက်အံ့)။#ကျွန်ုပ်သည် သွယ်ဝိုက်ညွှန်းအနက်သဘောကို ပို၍ နှစ်သက်သည်။# #[(اَلسَّمَآءُ) ‘စမာအ်’ နှင့်ပတ်သက်၍ [1:0] အောက်ခြေ (၁) [2:19] အောက်ခြေ (၄၇)၊ [2:22] အောက်ခြေ (၅၅) စသည်တို့တွင် လေ့လာနိုင်ပါသည်]# #[(اَلْجِبَالُ) ‘ဂျိဗာလ်’ နှင့်ပတ်သက်၍ [2:260] အောက်ခြေ (၃၁၈)၊ [21:79] အောက်ခြေ (၁၂၃၆) စသည်တို့တွင် လေ့လာ နိုင်ပါသည်]"
1675,"(كَأْسٌ) ‘ကာ့စ်’ ၏ အဓိပ္ပာယ်မှာ “သောက်သုံးဖွယ်ရာ အပြည့်ထည့်ထားသော ခွက်” ဟူ၍ ဖြစ်သည်။ ဘာသာ ပြန် ပညာရှင်အများစုက ဤအာယဟ်တွင် လာရှိသော (كَأْسٌ) ‘ကာ့စ်’ ကို “အရက်အပြည့်ပါသောခွက်” ဟု ပုဂ္ဂလ ဓိဋ္ဌာန် အနက်ကောက်ယူကြသည်။ [(يَا لِلْعَجَبِ) “အံ့ဖွယ်ရာပါတကား”] [37:45] တွင် (كَأْسٌ) ‘ကာ့စ်’ နှင့် တွဲဖက်၍ (مَعِيْنٌ) ‘မအီးန်’ ကို သုံးနှုန်းခြင်းဖြင့် ခွက်ထဲတွင် “စိမ့်စမ်းရေ” ဖြည့်ထားကြောင်း ဖော်ပြထားသည်။ စင်စစ် ဤအသုံး အနှုန်းသည်လည်း (مَثَلٌ) ‘မဆလ်’ “ဥပမာဖြင့် နှိုင်းယှဉ်ပြခြင်း” သာ ဖြစ်ကြောင်း၊ [47:15] တွင် (مَثَلُ الْجَنَّةِ) ဟု အတိ အလင်း ဖော်ပြထားသည်။ [[47:15] အောက်ခြေ (၁၆၁၀-၁၆၁၁) တွင် ကြည့်ပါရန်] စင်စစ် ၎င်းသည် ရှင်သန်မှုကို ညွှန်းဆို ခြင်းမျှ ဖြစ်၏။ [[37:45] ၏ အောက်ခြေ (၁၄၉၆) တွင် ကြည့်ပါရန်]# #[ဆက်စပ်အာယဟ်များ [37:45] [37:47] [47:15] [56:19]]"
1676,"ဤနေရာတွင် သုံးနှုန်းထားသော (فِيْهَا) ‘ဖှီးဟာ’ သည် ဂျန္နဟ် (ဥယျာဉ်) ကို ရည်ညွှန်းသည်ရှိသော်၊ ဂျန္နဟ် (ဥယျာဉ်) တွင် အကျိုးမဲ့စေရာနှင့် နောက်ကျ ကျန်ရစ်စေရာ (ဝါ) အရည်အသွေး ကျဆင်းစေရာ မရှိသည်ကို ရည်ညွှန်း ခြင်း ဖြစ်မည်။ (كَأْسٌ) ‘ကာ့စ်’ “သောက်သုံးဖွယ်ရာ အပြည့်ပါသောခွက်” ကို ရည်ညွှန်းသည်ရှိသော်၊ ထိုသောက်သုံး ဖွယ်ရာသည် မူးယစ်ခြင်းကင်းသော သောက်သုံးဖွယ်ရာ စိမ့်စမ်းရေ၊ သို့မဟုတ် ကစော် မဖောက်ထားသော စပျစ်ရည် ကို ရည်ညွှန်းခြင်း ဖြစ်မည်။ မည်သို့ဆိုစေ ဤသည်လည်း ဥပမာပေး၍ တင်စားသုံးနှုန်းမှုသာ ဖြစ်၏။ [37:45] အောက်ခြေ (၁၄၉၆) တွင် ဖော်ပြထားသကဲ့သို့ လူ့စိတ်ကို ပူပင်သောက ကင်းငြိမ်းစေသော အစီအမံများမှ တစ်ခုသာ ဖြစ်၏။#[37:47] အောက်ခြေ (၁၄၉၇) နှင့် တွဲဖက်လေ့လာပါရန်]"
1677,"(غِلْمَانٌ) ‘ဂစ်လ်မားန်’ သည် (غُلَامٌ) ‘ဂုလားမ်’ ၏ ဗဟုဝုစ် ဖြစ်သည်။ များသောအားဖြင့် ထိုစကားလုံးကို ဂျန္နဟ် (ဥယျာဉ်) ရှိ နတ်သားများဟု အနက်ကောက်ကြသည်။ စင်စစ် ၎င်းသည် အထက်အာယဟ်[52:21]တွင် ရည် ညွှန်းသော သားမြေးများသာ ဖြစ်၏။ (غُلَامٌ) ‘ဂုလားမ်’ ဟူသောပုဒ်ကို အာယဟ်များစွာတွင် “သား” “လုလင်” ဟူသော အနက်သဘောအတွက်သာ သုံးနှုန်းထားသည်ကို တွေ့နိုင်သည်။ ကျမ်းမြတ်ကုရ်အာန်တွင် ၎င်းကို နတ်သားများဟူ သော အနက်အဓိပ္ပာယ်အတွက် မည်သည့်အာယဟ်၌မျှ သုံးနှုန်းထားခြင်း မရှိပေ။ [ဥပမာ- [3:40] [12:19] [15:53]]"
