"Ayat_id","mm_Translation","multi_ayats"
1,"အို-မုအ်မင်န် (လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သူ) တို့၊ သင်တို့သည် ငါ (ပြဋ္ဌာန်းသော လူ့ဘဝ) လမ်းစဉ်၌ စွမ်းစွမ်းတမံ ကြိုးစား အားထုတ်ကြရန် နှင့် ငါ (ပြဋ္ဌာန်းသော) ကောင်းကျိုးများကို ရှာဖွေဆည်းပူးကြရန် ထွက်ခွာကြသည်ရှိသော် ငါ (၏ ပြဋ္ဌာန်းချက်များ) ကို ဆန့်ကျင်ကြ၍၊ သင်တို့ကိုလည်း ရန်သူဟု သတ်မှတ်ကြသောသူတို့အား (အတွင်းသိ) မိတ်ဆွေရင်း များအဖြစ် မမှတ်ယူကြနှင့်။* သင်တို့သည် သူတို့နှင့် ချစ်ခင်ရင်းနှီးမှုကို ပျိုးထောင်ကြ၏။ အမှန်စင်စစ် သူတို့သည် သင်တို့ထံ ရောက်ရှိလာပြီဖြစ်သော သစ္စာတရား (ကုရ်အာန်) ကို သွေဖည်ဆန့်ကျင်ကြ၏။ သူတို့သည် ရစူလ်နှင့်အတူ သင်တို့အား အလ္လာ့ဟ် (ပြဋ္ဌာန်းချက်များ) အပေါ် ယုံကြည်ကြသောကြောင့် (နေရင်းဒေသမှ) နှင်ထုတ်ခဲ့ကြသည်။ သင်တို့သည် သူတို့အပေါ် ချစ်ခင်မှုကို လျှို့ဝှက်စွာ ထားရှိကြ၏။ စင်စစ် ငါသည် သင်တို့ လျှို့ဝှက်ထားသည်တို့နှင့် ထင်ရှားစွာ ပြုလုပ်ကြသည် တို့ကို အသိဆုံး ဖြစ်၏။ သင်တို့အနက်မှ မည်သူမဆို ထိုသို့ ပြုလုပ်ကြလျှင် စင်စစ် သူသည် ညီညွတ်မျှတသော (လူ့ဘဝ) လမ်းစဉ်မှန်မှ အမှန်ပင် လွဲချော်သွားမည်သာ ဖြစ်၏။ 1783 @* [3:118] အောက်ခြေ (၄၁၆)",""
2,"သူတို့သည် သင်တို့အပေါ် အရေးသာခဲ့ကြလျှင် သင်တို့အား ရန်သူဟု သတ်မှတ်၍ တိုက်ခိုက်ကြပေ မည်။ ထို့ပြင် သူတို့၏ စွမ်းရည်များနှင့် ဝါဒဖြန့်မှုများဖြင့် ဒုက္ခရောက်စေရန် စီးပိုးထားကြပေမည်။ စင်စစ် သူတို့သည် သင်တို့ ကာဖှိရ် (လုံခြုံမှုကို သွေဖည် ဆန့်ကျင်သူ) များ ဖြစ်သွားကြရန် နှစ်သက် လိုလားကြ၏။",""
3,"ယောက်ဝ်မွတ်လ် ကိယာမဟ် (ရလဒ်များ အပြည့်အဝ ပုံပေါ်လာသော ကာလ) တွင် သင်တို့၏ သား ချင်းများနှင့် သားသမီးများမှာ သင်တို့အဖို့ လုံးဝ အသုံးဝင်မည် မဟုတ်ပေ။ (ထိုကာလတွင်) သင်တို့ အကြား စည်းခြားသွားပေမည်။ (တစ်နည်း) အရှင်သည် သင်တို့အကြား စီရင်ဆုံးဖြတ်မည် ဖြစ်၏။ စင်စစ် အလ္လာဟ် (၏ ပြဋ္ဌာန်းချက်နှင့်အညီ ဖြစ်ပေါ်လာသော တုံ့ပြန်ရလဒ်) သည် သင်တို့ဆောင်ရွက် သမျှတို့ကို မျက်ခြေမပြတ် စောင့်ကြပ်လျက် ရှိ၏။",""
4,"ဧကန်စင်စစ် အိဗ်ရာဟီမ်၌လည်းကောင်း၊ သူနှင့်အတူ ရှိကြသောသူတို့၌လည်းကောင်း သင်တို့အဖို့ ဟန်ချက်မျှသော (တစ်နည်း) မွန်မြတ်လှသော (တစ်နည်း) လူ့ဘဝနှင့် လိုက်ဖက်သော စံနမူနာသည် ရှိ၏။ 1784 တစ်ချိန်တွင် သူတို့က မိမိတို့၏ မျိုးတူစုတို့အား “ကျွန်ုပ်တို့သည် သင်တို့နှင့်တကွ သင်တို့ အလ္လာ့ဟ်အား တုပြိုင်၍ ဩဇာခံနေကြသော အရာများမှ အမှန်ပင် လွတ်ကင်းသူများ ဖြစ်ကြ၏။ ကျွန်ုပ်တို့သည် သင်တို့အား ငြင်းပယ်ခဲ့ကြပြီ။ သင်တို့သည် တစ်ပါးတည်းသော အလ္လာဟ် (၏ ပြဋ္ဌာန်းချက်နှင့်အညီ) လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်ခြင်း မရှိသမျှ၊ ကျွန်ုပ်တို့နှင့် သင်တို့ အကြား ရန်လိုမှုနှင့် မုန်းတီးမှုတို့ အမြဲတစေ ဖြစ်ပေါ်လျက်သာ ရှိနေမည်” ဟု ပြောဆိုခဲ့ကြ၏။ သို့ သော် အိဗ်ရာဟီမ်က သူ့ဖခင်အား “ကျွန်ုပ် ဖခင်အဖို့ (ဆိုးကျိုးများ သက်ရောက်ခြင်းမှ အလ္လာ့ဟ်ထံ) အကာအကွယ် ရရှိရန် မုချ လျှောက်ထား ပေးမည်။ သို့ဖြစ်လင့်ကစား ကျွန်ုပ်သည် အလ္လာ့ဟ် (ပြဋ္ဌာန်း ချက်၌ ဝင်ရောက်စွက်ဖက်၍) ဖခင်အဖို့ တစ်စုံတစ်ရာ ရယူခြင်းငှာ စွမ်းဆောင်နိုင်သည် မရှိချေ” ဟု အမှန်ပင် ပြောဆိုခဲ့၏။ “အို-ကျွန်ုပ်တို့အား ပျိုးထောင်မှုစနစ်နှင့်အညီ ဖွံ့ဖြိုးစေ သောအရှင်၊ ကျွန်ုပ်တို့သည် အရှင်၏ (စီမံမှုများအပေါ်) ယုံပုံအားထား လိုက်နာကြပါ၏။ အရှင် (ပြဋ္ဌာန်းအပ်သော တုံ့ပြန်ရလဒ်) ဆီသို့ လှည့်ကြပါပြီ။ စင်စစ် (ကျွန်ုပ်တို့၏) အဆုံးသတ်ရာသည် အရှင် (ပြဋ္ဌာန်းသော) ပန်းတိုင်သာ ဖြစ်၏။ (တစ်နည်း) နောက်ဆုံး အလ္လာဟ် (ပြဋ္ဌာန်းအပ်သော ရလဒ်ဖြစ်ထွန်းရာ) သို့သာ (ကျွန်ုပ်တို့ ပြန်သွားကြရမည်။ ဤသည်ပင် ကျွန်ုပ်တို့၏) ခိုလှုံရာဖြစ်၏။ (တစ်နည်း) စင်စစ် (ရှိရှိသမျှ အရာအားလုံးသည်) အလ္လာဟ် (ပြဋ္ဌာန်းသော အကျိုးဆက်တည်ရာ) သို့သာ ပြန်လှည့်ကြရပေ မည်” ဟု လျှောက်ထားကြ၏။",""
5,"“အို-ကျွန်ုပ်တို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင်၊ အရှင်သည် ကျွန်ုပ်တို့အား လုံခြုံမှု ကို သွေဖည်ဆန့်ကျင်သောသူတို့၏ အနှိပ်စက်ခံများ ဖြစ်စေတော် မမူပါနှင့်။* ကျွန်ုပ်တို့အား (သက် ရောက်လာမည့် ဆိုးကျိုးများမှ) ကာကွယ်တော်မူပါ။ ဧကန်အမှန် အရှင်သည်ပင် ဆင်ခြင်ဉာဏ်၏ အခြေအမြစ်ဖြစ်၍ (မိမိ၏ ပြဋ္ဌာန်းချက်များအပေါ်) နိုင်နင်းစွာ လွှမ်းမိုးသောအရှင် ဖြစ်တော်မူပါ သည်” (ဟုလည်း လျှောက်ထားကြ၏)။@* [10:85]",""
6,"ဧကန်အမှန် သင်တို့ (ဝါ) အလ္လာဟ် (၏ တုံ့ပြန်ရလဒ်) နှင့် အနာဂတ်ကာလ ရှင်သန်မှုတို့အပေါ် မျှော် လင့်ကိုးစားကြသော သူတို့အဖို့ ဤပုဂ္ဂိုလ်တို့ (ဝါ) (အိဗ်ရာဟီမ်နှင့် သူ့နောက်လိုက်တို့) ၌ ဟန်ချက်မျှ သော (တစ်နည်း) မွန်မြတ် လှသော (တစ်နည်း) လူ့ဘဝနှင့် လိုက်ဖက်သော စံနမူနာသည် ရှိ၏။* မည်သူမဆို အလ္လာဟ် (၏ ပြဋ္ဌာန်းချက်များ) ကို ကျောခိုင်းခဲ့ သည်ရှိသော်၊ အရှင်သည် အံ့မခန်းဖွယ် ဆောင်ရွက်နိုင်သော၊ ပြီးပြည့်စုံသောအရှင် ဖြစ်သည် (ကို မှတ်သားကြလော့)။@* [60:4]",""
7,"အလ္လာဟ်သည် သင်တို့နှင့် သင်တို့အား ရန်မူသူတို့၏အကြား ချစ်ခင်မှုကို စီမံပေးကောင်း ပေးလိမ့် မည်။ စင်စစ် အလ္လာဟ် သည် အတိုင်းအတာ သတ်မှတ်ချက်များနှင့်အညီ စနစ်တကျ ချုပ်ကိုင်ထား၏။ ထို့ပြင် အလ္လာဟ်သည် လုံခြုံမှုပါဝင်သော ထောက်ပံ့ မြှင့်တင်မှု အားဖြင့် အကာအကွယ် ပြုပေးမည့်အရှင် ဖြစ်၏။",""
8,"အလ္လာဟ်သည် သင်တို့ (လိုက်နာလျက် ရှိကြသော) ဒီးန် (အလ္လာဟ်ပြဋ္ဌာန်းသော လူ့ဘဝတည်ဆောက် မှုစနစ်) ကြောင့် သင်တို့အား တိုက်ခိုက်ခြင်း မပြုခဲ့ကြသော၊ သင်တို့၏ အခြေချ နေထိုင်ရာများမှ နှင် ထုတ်ခြင်းလည်း မပြုခဲ့ကြသောသူတို့အား သဘောထားကြီးစွာ ဆက်ဆံခြင်းနှင့် သမာသမတ်ရှိစွာ၊ (တစ်နည်း) တရားမျှတစွာ ဆက်ဆံခြင်းတို့ကို တားမြစ်ထားသည် မဟုတ်ပေ။* 1785 ဧကန်အမှန် အလ္လာဟ်သည် သမာသမတ်ရှိသော (တစ်နည်း) တရားမျှတသောသူတို့ (၏ လုပ်ရပ်များမှ) ကောင်း ကျိုးကို ပေါက်ဖွားစေ၏။@* [5:8]",""
9,"အမှန်စင်စစ်အလ္လာဟ်သည် သင်တို့ (လိုက်နာလျက် ရှိကြသော) ဒီးန် (အလ္လာဟ်ပြဋ္ဌာန်းသော လူ့ဘဝ တည်ဆောက်မှုစနစ်) ကြောင့် သင်တို့အား တိုက်ခိုက်ခဲ့ကြသော၊ သင်တို့၏ အခြေချ နေထိုင်ရာများမှ နှင်ထုတ်ခဲ့ကြသော၊ ထို့ပြင် နှင်ထုတ်ရာတွင် ကျောထောက်နောက်ခံ ပြုခဲ့ကြသော သူတို့ကိုသာလျှင် မိတ်ဖွဲ့ ပေါင်းဖော်ခြင်း မပြုရန် တားမြစ်ခြင်း ဖြစ်၏။ မည်သူမဆို သူတို့အား မိတ်ဖွဲ့ ပေါင်းဖော်ခြင်း ပြုလျှင် စင်စစ် သူတို့သည်ပင် မိုက်မဲသောသူများ ဖြစ်ကြ၏။",""
10,"အို-လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်သူတို့၊ သင်တို့ထံ လုံခြုံမှုကို ယုံကြည်ချက်ဖြင့် တည်ဆောက်မည့် အမျိုးသမီးများ ရွှေ့ပြောင်းလာကြသည့်အခါ၊ သင်တို့ စိစစ်ကြလော့။ အလ္လာဟ်သည် သူတို့၏ ယုံကြည်မှုကို ပို၍ပင် သိရှိ၏။ သို့ဖြစ်ရာ သူတို့သည် သက်ဝင်ယုံကြည်သူများ ဖြစ်ကြောင်း သင်တို့ သိရှိကြလျှင်၊ လုံခြုံမှုကို ဆန့်ကျင်ကြသောသူတို့ထံသို့ ပြန်လည် မပို့ဆောင်ကြနှင့်။ သူတို့သည်လည်း ဆန့်ကျင်သူတို့အဖို့ တရားမဝင်တော့ပေ။ ဆန့်ကျင်သူတို့မှာလည်း သူတို့အဖို့ တရား မဝင်တော့ပေ။ သို့ဖြစ်ရာ သင်တို့သည် ဆန့်ကျင်သူတို့အား သူတို့အကုန်အကျ ခံထားသည်ကို ပေးအပ်ကြလော့။ ထို့နောက် သင်တို့ သူတို့အား ခန်းဝင်ပစ္စည်းကို ပေးအပ်ပြီး ထိမ်းမြားခြင်းဖြင့် သင်တို့၌ အပြစ်မရှိချေ။ ထို့ပြင် သင်တို့သည် လုံခြုံမှုကို ဆန့်ကျင်သူ အမျိုးသမီးများ၏ ဂုဏ်အသရေကို သိမ်းပိုက် မထားကြနှင့်။ သင်တို့သည်လည်း (သူတို့ကို စွန့်ခွာရာတွင်) မိမိတို့ ကုန်ကျထားသည်ကို တောင်းယူကြလော့။ သူတို့သည်လည်း သင်တို့ထံမှ တောင်းယူကြလိမ့်မည်။ ဤသည် အလ္လာဟ်၏ စီရင်ချက်ပင် ဖြစ်၏။ အရှင်သည် သင်တို့အကြား စီရင်ချက် ချမှတ်၏။ စင်စစ် အလ္လာဟ်သည် သိမှုနှင့် ဆင်ခြင်မှုတို့၏ အခြေအမြစ်ဖြစ်ပေသည်။*@* [4:24] အောက်ခြေ (၄၅၃)",""
