"Ayat_id","mm_Translation","multi_ayats"
1,"အုပ်ချုပ်မှုအာဏာသည်*စည်ပင် တိုးတက် ပွားများခြင်းကို ဖြစ်ထွန်းစေသောအရှင်၏ 1810 လုပ်ပိုင်ခွင့်၌ တည်ရှိ၏။ အရှင်သည် အရာခပ်သိမ်းအပေါ်တိုင်းတာ သတ်မှတ်ချက်များ နှင့်အညီ စနစ်တကျ ချုပ်ကိုင်ထား၏။@* [3:26] အောက်ခြေ (၃၅၇)",""
2,"အရှင်သည် သင်တို့အနက် မည်သူသည် ဆောင်ရွက်ချက်အားဖြင့် ဟန်ချက်အညီဆုံး ဖြစ်သည်ဆို သည်ကို ဖော်ထုတ်ခြင်းငှာ သေခြင်းနှင့် ရှင်သန်ခြင်းတို့ကို 1811 စီမံဖြစ်ထွန်းစေခဲ့၏။ အရှင်သည် (ဆိုးကျိုးသက်ရောက်ခြင်းမှ) အကာအကွယ်ပြုပေးသော၊ နိုင်နင်း လွှမ်းမိုးသောအရှင် ဖြစ်၏။",""
3,"အရှင်သည် မြားမြောင်လှသော စကြဝဠာများကို အဆင့်ဆင့်-အထပ်ထပ် ဖြစ်ထွန်းစေခဲ့၏။* သင် သည် ရဟ်မာန်၏** ဖြစ်ထွန်းစေမှုတွင် ကွာဟနေမှု (တစ်နည်း) ဟန်ချက်ပျက်နေမှုကို မြင်တွေ့ရမည် မဟုတ်ပေ။ တစ်ဖန် ပြန်၍ မော့ကြည့်လော့။ တစ်စုံတစ်ရာ ဟာကွက်ကို (တစ်နည်း) အက်ကွဲရာကို မြင်တွေ့ရသလော။",""
4,"တဖန် အကြိမ်ကြိမ် မော့၍ ပြန်ကြည့်လော့။ သင်၏ အမြင်အာရုံသည် ညောင်းညာ မောပန်းလျက် အချည်းနှီး အကျိုးမဲ့စွာ သင့်ထံ ပြန်လာမည် ဖြစ်၏။",""
5,"ဧကန်အမှန် ငါသည် ကမ္ဘာဂြိုဟ်နှင့် (အနီးကပ်ဆုံး) မိုးကောင်းကင်ကို မီးအိမ်များဖြင့် လှပတင့်တယ် စွာ တန်ဆာဆင်ထား ၏။ ထို့ပြင် ငါသည် ယင်းမိုးကောင်းကင်ကို ရှိုက်သာန် (အပျက်စွမ်းအား) အသီး သီးတို့အား (တစ်နည်း) (အဖျက်သမား) အသီးသီးတို့အား ချဉ်းကပ်ခြင်း မပြုနိုင်ရန် စီမံထား၏။ သူတို့ အဖို့ လောင်ကျွမ်းစေသော အရေးယူ ဒဏ်ခတ်မှုကိုလည်း အသင့်ပြင်ဆင်ထား၏။*@*[ဤအာယဟ်၏ ဆိုလိုရင်းကို နားလည်နိုင်ရန် [15:16-18] အောက်ခြေ (၁၀၃၂-၁၀၃၅)၊ [37:6-9] အောက်ခြေ (၁၄၉၂) စသည်တို့နှင့် တွဲဖက် လေ့လာပါရန်]#[ဆက်စပ်အာယဟ်များ [15:16-18] [37:6-9] [41:12] [72:8]]",""
6,"စင်စစ်သူတို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင် (၏ ပြဋ္ဌာန်းချက်များနှင့်အညီ လုံခြုံ မှုကို တည်ဆောက်ရန် သွေဖည်ဆန့်ကျင်ကြသော) ကာဖှိရ်တို့အဖို့ ဂျဟန္နန်မ် (အရည်အသွေးကျဆင်း ရာ) ၏ ပြစ်ဒဏ်သည် ရှိ၏။ စင်စစ် ဤသည် လွန်စွာ ဆိုးရွာလှသော ပြန်လည်ရာစခန်းပင် ဖြစ်၏။ (တစ်နည်း) ဤသည် လွန်စွာ ဆိုးရွားလှသော အကျိုးဆက်ပင် ဖြစ်၏။",""
7,"သူတို့သည် ထို (ဂျဟန္နန်မ်) သို့ သက်ဆင်းကြရသောအခါ၊ အော်ဟစ်သံများကို ကြားကြရမည်။ ထို့ပြင် ၎င်း (ဂျဟန္နန်မ်) မှာ ဆူပွက်လျက် ရှိပေမည်။",""
8,"အမျက်ဒေါသကြောင့် ပေါက်ကွဲလုမတတ် ဖြစ်နေမည်။ မည်သည့်အုပ်စုကိုမဆို ၎င်း၌ သက်ရောက် စေသောအခါတိုင်း၊ ၎င်းကို စောင့်ကြပ်သောသူတို့က 1812 “သင်တို့ထံ သတိပေးနှိုးဆော်သူ တစ်ဦး တစ်ယောက်မျှ မရောက်ရှိခဲ့လေသလော” ဟု မေးမြန်းမည်။",""
9,"သူတို့က “မှန်ပေသည်။ ကျွန်ုပ်တို့ထံ သတိပေးနှိုးဆော်သူသည် အမှန်ပင် ရောက်ရှိခဲ့ပါသည်။ သို့သော် ကျွန်ုပ်တို့က (သူ့အား) မဟုတ်မမှန်ဟူ၍ စွပ်စွဲခဲ့ကြ၏။ ထို့ပြင် အလ္လာဟ်သည် မည်သည်ကိုမျှ ချမှတ် ခဲ့သည် မဟုတ်။ သင်တို့သည် ကြီးကျယ်သော လွဲမှားမှု၌သာလျှင် ရှိနေကြသည်ဟုလည်း ပြောဆိုခဲ့ ကြောင်း” ဖြေကြားကြမည်။",""
10,"ထို့ပြင် သူတို့က “အကယ်၍သာ ကျွန်ုပ်တို့သည် နာယူခဲ့ကြလျှင်၊ သို့မဟုတ် အသိဉာဏ်ကို စေစားခဲ့ ကြလျှင် လောင်ကျွမ်းသူတို့တွင် ပါဝင်ကြမည် မဟုတ်” ဟုလည်း ပြောဆိုကြမည်။@[ဆက်စပ်အာယဟ် [7:179]]",""
