"Ayat_id","mm_Translation","multi_ayats"
1,"ငါသည် ယောက်ဝ်မွတ်လ် ကိယာမဟ် (ရလဒ်များ အပြည့်အဝ ပုံပေါ်လာသော ကာလ) ကို သက်သေ ထူ၏။ (တစ်နည်း) သင်တို့ ပြောဆို ယူဆသကဲ့သို့ မဟုတ်ပေ။ ဧကန်ပင် ရလဒ်များ အပြည့်အဝ ပုံပေါ်လာပေမည်။ ငါသည် ၎င်းကို သက်သေထူ၏။* 1887 @* [56:75] အောက်ခြေ (၁၇၆၀)",""
2,"ထို့ပြင် ငါသည် ပြစ်တင် ဆုံးမတတ်သော စိတ်ခံစားမှု (တစ်နည်း) ပြစ်မှုကျူးလွန်ပြီးနောက် နောင်တ ရတတ်သော စိတ်ခံစားမှုကို သက်သေထူ၏။",""
3,"လူသည် သူ့အရိုးများကို (ဟောင်းမြင်း ဆွေးမြေ့သွားပြီးနောက်) ငါ (၏ ဥပဒေသ) က စုစည်းနိုင်မည် မဟုတ်ဟု ထင်မှတ်နေသလော။",""
4,"အဘယ်ကြောင့် မဟုတ်ပါသနည်း။ စင်စစ် ငါ (၏ ဥပဒေသ) သည် သူ့စွမ်းအား အရင်းအမြစ်များကို ပါ 1888 မူလ ပကတိအတိုင်း ပြန်လည်ဖြစ်ထွန်းလာရန် စွမ်းဆောင်နိုင်၏။",""
5,"အမှန်မှာ လူသည် မိမိရှေ့ဆက်ရမည့် ကာလ၌လည်း ပြစ်မှုကျူးလွန်ရန် ဆန္ဒဖြစ်ပေါ်၏။",""
6,"သူသည် “ယောက်ဝ်မွတ်လ် ကိယာမဟ် (ရလဒ်များ အပြည့်အဝ ပုံပေါ်လာမည့် ကာလ) သည် မည် သည့်အခါ၌ ဖြစ်မည်နည်း” ဟု မေးမြန်း၏။ 1889",""
7,"ထို့နောက် အမြင်အာရုံများ ထိုင်းမှိုင်းလာ၍၊ 1890 လသည်လည်း အလင်းရောင် ကင်းမဲ့ကာ၊ နေနှင့် လ တို့ တစ်ထပ်တည်း ပေါင်းစည်းသွားသောအခါ 1891 လူသားက “ယနေ့ ကျွန်ုပ် အဘယ်နေရာသို့ ထွက် ပြေးရမည်နည်း” ဟု ပြောဆိုပေမည်။","7-10"
11,"စင်စစ်တွင် ခိုလှုံရာဟူ၍ အလျှင်းရှိမည် မဟုတ်ပေ။",""
12,"ထိုကာလတွင် ရပ်တည်ရာသည် သင့်အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင့် (ခုံရုံး) ၌သာ ရှိအံ့။",""
13,"ထိုကာလတွင် လူသားသည် မိမိကြိုတင် ဆောင်ရွက်ခဲ့သည်များနှင့် နောက်တွင် ချန်ရစ်ခဲ့သည်တို့ကို အသိပေးခံရမည်။ (တစ်နည်း) မိမိရှေ့နှင့် နောက်တို့တွင် ဆောင်ရွက်ခဲ့သည်များကို ဖော်ပြခြင်း ခံရပေ မည်။",""
14,"အမှန်မှာ လူသည် မည်မျှပင် အကြောင်းပြချက်များကို ချပြသော်လည်း မိမိ၏ ပင်ကိုယ်စရိုက် အပေါ် ၌ (ကိုယ်တိုင်ပင်) မျက်မြင်သက်သေ ဖြစ်မည်။ 1892","14-15"
16,"သင်သည် ထို (ကုရ်အာန်) နှင့်အညီ အလျင်စလို ဆောင်ရွက်ရန် မိမိနှုတ်လျှာကို မလှုပ်ရှားနှင့်။ 1893",""
17,"ဧကန်အမှန် ၎င်းကို ကုရ်အာန်အဖြစ် စုစည်းမှုမှာ ငါ၏ တာဝန်ပင် ဖြစ်၏။ (တစ်နည်း) ထို (ကုရ်အာန်) ကို စုစည်းခြင်းမှာ ငါ၏ တာဝန်ပင် ဖြစ်၏။ ၎င်းကို (အခန်းကဏ္ဍအသီးသီးဖြင့်) စုပေါင်းပေးခြင်းမှာ လည်း ငါ၏ တာဝန်ပင် ဖြစ်၏။ (တစ်နည်း) လူတို့၏ ဆောင်ရွက်ချက်များမှ ပုံပေါ်လာသော ရလဒ်များကို စုစည်းခြင်းမှာ ငါ၏ တာဝန်ပင် ဖြစ်၏။ ၎င်းကို ထိန်းသိမ်းထားခြင်း မှာလည်း ငါ၏ တာဝန်ပင် ဖြစ်၏။ 1894",""
18,"သို့ဖြစ်ရာ ထို (ကုရ်အာန်) ကို ငါ ဖတ်ကြားသောအခါ* သင်သည် ထိုကုရ်အာန်အတိုင်း လိုက်နာပါ လေ။ (တစ်နည်း) ၎င်း (ကုရ်အာန်) ကို ငါ စုစည်းပေးသည့်အတိုင်း သင်သည် (ဘဝ တစ်လျှောက်လုံး) လိုက်နာလော့။ (တစ်နည်း) ငါသည် (သင်၏ ဆောင်ရွက်ချက်များမှ ဖြစ်ပေါ် လာသော ရလဒ်များ) ကို စုစည်းထားသည် ဖြစ်ရာ၊ သင်သည် ထိုစုစည်းမှုနောက်သို့သာ (မလွဲမသွေ) လိုက်ရပေမည်။ 1895 @*မှတ်ချက်။ အလ္လာဟ်၏ ကုရ်အာန်ဖတ်ခြင်းဟူသည် ကုရ်အာန်ကို ပြဋ္ဌာန်းခြင်းနှင့် ရစူလ်၏ အသိဉာဏ်အတွင်း ချမှတ်ပေးခြင်းကို ရည်ညွှန်းသည်။",""
19,"တဖန် ၎င်း (ကုရ်အာန်) အား ရှင်းလင်းပြရန်မှာလည်း ငါ၏ တာဝန်ပင် ဖြစ်၏။ (တစ်နည်း) လုပ်ရပ်တိုင်း၏ ရလဒ်ကို ထင်ရှား ပေါ်ပေါက်စေခြင်းမှာလည်း ငါ၏ တာဝန်ပင် ဖြစ်၏။ 1896",""
20,"အမှန်မှာ သင်တို့သည် လတ်တလောအကျိုးကိုသာ (တစ်နည်း) ပစ္စုပ္ပန် အသက်ရှင် ရပ်တည်မှုကို သာ (တစ်နည်း) ရုပ်ဘဝ ရှင်သန်မှုကိုသာ နှစ်မြို့ကြသည်။",""
21,"အာခိရဟ် (အနာဂတ် ရှင်သန်မှု) ကိုမူ (တစ်နည်း) လူ့ကိုယ်ရည် ကိုယ်သွေး ရှင်သန်မှုကိုမူ စွန့်ထားကြ ၏။",""
22,"(အနာဂတ် ရှင်သန်မှုကို အလေးထားသောသူတို့၏) မျက်နှာများသည် ထိုကာလတွင် ရွှင်လန်း တက် ကြွ-လန်းဆန်းလျက် ရှိကြပေမည်။",""
23,"သူတို့အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင့် (အစီအမံများကြောင့် ပုံပေါ်လာမည့် ရလဒ် ကောင်းများ-တနည်း-ကျေးဇူးပြုမှုများ) ကို ရှုစားလျက် ရှိကြမည်။",""
24,"(အနာဂတ် ရှင်သန်မှုကို စွန့်ထားသောသူတို့၏) မျက်နှာများသည် ထိုကာလတွင် ညှိုးနွမ်းလျက် ရှိကြ မည်။",""
25,"သူတို့၌ ခါးကျိုးစေမည့် ဘေးဒုက္ခ သက်ရောက်စေခြင်း ခံရမည်ဟု တွေးလျက် ရှိကြ၏။",""
26,"အလျှင်း မဟုတ်၊ စင်စစ်တွင် ၎င်း (ဘေးဒုက္ခ-တစ်နည်း-အသက်ဇီဝိန်) သည် လည်မျိုသို့ ရောက်ရှိ သောအခါ၊ “မန်းမှုတ်သူတစ်ဦး (တစ်နည်း) ကုစားမည့်သူတစ်ဦးတ‌စ်ယောက် ရှိပါသလော” ဟု ပြောကြမည်။","26-27"
28,"(ဝေဒနာရှင်က) ဤသည် ခွဲခွာရမည့်အချိန်ဖြစ်သည်ဟု ခံစားမိ၏။",""
29,"၎င်းပြင် ဒုက္ခပေါ် ဒုက္ခ ရစ်ပတ်၊ နှောင်ဖွဲ့လာတော့၏။*@* [(اَلسَّاقُ) ‘စားကွ်’ “ခြေသလုံး-ဒုက္ခ” ဟူသော အသုံးအနှုန်းအတွက် [27:44] အောက်ခြေ (၁၃၆၄)၊ [68:42] အောက်ခြေ (၁၈၂၁) စသည်တို့နှင့် တွဲဖက် လေ့လာပါရန်]",""
30,"ထိုကာလတွင် သင့်အား ပျိုးထောင်မှုစနစ်အားဖြင့် ဖွံ့ဖြိုးစေသောအရှင် (၏ ပြဋ္ဌာန်းချက်နှင့် အညီ တုံ့ပြန် ရလဒ်) ဆီသို့သာ မောင်းနှင်ခံရပေမည်။",""
31,"စင်စစ် သူသည် (အစ္စလာမ်၏ ဖြောင့်မတ်မှုကို) လက်တွေ့ တည်ဆောက်၍ သက်သေပြခဲ့ သည်လည်း မဟုတ်၊ (ကုရ်အာ့န်လမ်းစဉ်သို့) ဦးတည် လျှောက်လှမ်းသည်လည်း မဟုတ်ပေ။ (တစ်နည်း) (ရစူလ်တို့ ချပြခဲ့သော စနစ်နောက်သို့) လိုက်ခဲ့သည်လည်း မဟုတ်ပေ။ (တစ်နည်း) (ကုရ်အာန်ပြ စနစ်နှင့်အညီ လူဖြစ်မှုအရည်အသွေး တိုးတက်လာရန်) တည်ဆောက်သည်လည်း မဟုတ်ပေ။ 1897",""
32,"သို့သော် သူသည် မဟုတ်မမှန်ဟု စွပ်စွဲကာ မျက်နှာလွှဲသွား၏။",""
33,"ထို့နောက် သူသည် သူ၏ မိသားစု-အသိုင်းအဝိုင်းဆီသို့ ရင်ကော့၍ ဟိတ်ဟန်ဖြင့် ထွက်သွား ၏။",""
